"AccountId","PartyId","Status","StatusUpdateDateTime","AccountType","NickName","OpeningDate","AccountSubType",
"75","75","'Disabled'","1990-06-18 11:49:00.00","'Business'","benchmark one-to-one eyeballs","1998-08-08 09:27:27.00","'SAI'",
"76","76","'Disabled'","1987-12-01 22:04:12.00","'Particular'","implement enterprise web-readiness","1994-12-23 07:50:26.00","'POI'",
"77","77","'Disabled'","2005-10-20 16:54:07.00","'Business'","synergize revolutionary partnerships","2001-04-12 06:16:49.00","'SAI'",
"78","78","'Disabled'","2018-11-20 00:00:57.00","'Business'","streamline global action-items","2018-04-10 17:44:40.00","'SAI'",
"79","79","'Enabled'","2008-02-11 03:10:20.00","'Particular'","matrix integrated initiatives","1982-03-10 23:50:47.00","'EDP'",
"80","80","'Disabled'","1975-09-14 06:18:02.00","'Business'","engage user-centric e-tailers","2011-09-09 13:34:35.00","'EDP'",
"81","81","'Enabled'","1993-10-16 10:39:13.00","'Business'","morph proactive metrics","2021-07-10 17:53:18.00","'SAI'",
"82","82","'Disabled'","2020-04-14 19:21:18.00","'Particular'","target world-class users","1999-11-09 11:59:37.00","'SAI'",
"83","83","'Enabled'","1984-07-12 15:08:29.00","'Business'","monetize B2B infomediaries","2022-01-07 10:45:34.00","'POI'",
"84","84","'Enabled'","2006-04-27 10:43:42.00","'Business'","leverage killer relationships","2001-12-31 04:18:39.00","'EDP'",
"85","85","'Enabled'","1998-11-10 19:47:55.00","'Business'","e-enable real-time relationships","1995-03-09 02:44:22.00","'SAI'",
"86","86","'Disabled'","1992-12-09 13:52:45.00","'Business'","evolve revolutionary methodologies","2018-10-02 11:00:54.00","'SAI'",
"87","87","'Enabled'","1996-12-14 16:55:22.00","'Business'","whiteboard killer platforms","2010-12-15 12:07:43.00","'EDP'",
"88","88","'Disabled'","2017-05-23 11:40:14.00","'Particular'","exploit robust partnerships","1971-08-17 21:48:56.00","'EDP'",
"89","89","'Disabled'","2015-10-30 23:19:05.00","'Particular'","incubate scalable initiatives","1982-11-14 18:51:29.00","'SAI'",
"90","90","'Enabled'","1987-02-14 21:59:49.00","'Particular'","deploy cross-media platforms","2011-12-17 19:32:11.00","'POI'",
"91","91","'Disabled'","2006-02-06 05:16:45.00","'Particular'","productize cross-platform web-readiness","1977-09-07 10:33:44.00","'POI'",
"92","92","'Enabled'","2010-11-29 04:11:01.00","'Particular'","drive mission-critical deliverables","1972-11-27 17:02:48.00","'POI'",
"93","93","'Enabled'","1996-08-23 00:11:54.00","'Business'","syndicate robust e-tailers","2009-09-30 13:19:50.00","'SAI'",
"94","94","'Disabled'","1976-12-08 10:01:26.00","'Particular'","strategize 24/7 experiences","1979-08-25 09:23:58.00","'EDP'",
"95","95","'Disabled'","2004-08-02 17:21:10.00","'Business'","enhance sexy webservices","1988-04-20 11:06:25.00","'SAI'",
"96","96","'Enabled'","1985-03-20 11:03:44.00","'Particular'","productize scalable interfaces","1990-06-15 11:32:03.00","'SAI'",
"97","97","'Disabled'","1971-06-27 16:30:02.00","'Business'","implement B2C schemas","2009-11-26 07:31:23.00","'SAI'",
"98","98","'Disabled'","1997-10-27 05:44:51.00","'Particular'","monetize e-business mindshare","2000-09-19 00:10:20.00","'EDP'",
"99","99","'Disabled'","1989-08-07 03:11:50.00","'Business'","orchestrate transparent channels","2007-09-05 23:39:38.00","'POI'",
"100","100","'Disabled'","2004-05-23 00:15:40.00","'Particular'","e-enable dot-com e-markets","1976-11-22 10:09:11.00","'EDP'",
"101","101","'Disabled'","1986-11-27 14:19:16.00","'Business'","innovate intuitive markets","2010-06-30 14:41:29.00","'POI'",
"102","102","'Enabled'","2000-10-05 12:26:10.00","'Business'","enable out-of-the-box platforms","2016-10-04 18:56:02.00","'POI'",
"103","103","'Enabled'","2010-01-31 23:17:10.00","'Particular'","seize virtual ROI","1975-01-25 07:09:22.00","'SAI'",
"104","104","'Enabled'","2017-03-28 09:54:58.00","'Business'","productize scalable bandwidth","1993-11-21 04:10:24.00","'POI'",
"105","105","'Disabled'","2002-02-27 20:37:17.00","'Particular'","maximize one-to-one bandwidth","1986-10-26 09:14:58.00","'POI'",
"106","106","'Enabled'","1976-02-22 15:14:05.00","'Particular'","enhance visionary communities","1990-11-27 16:12:14.00","'SAI'",
"107","107","'Enabled'","1977-06-30 10:07:23.00","'Business'","reinvent cross-platform paradigms","2022-03-19 12:15:05.00","'SAI'",
"108","108","'Enabled'","2018-05-07 22:43:08.00","'Business'","exploit impactful experiences","2020-05-31 06:07:39.00","'SAI'",
"109","109","'Disabled'","2003-01-20 18:50:58.00","'Particular'","generate granular partnerships","2009-09-28 17:34:43.00","'SAI'",
"110","110","'Disabled'","1980-06-29 11:49:48.00","'Business'","engage seamless interfaces","1996-05-19 12:22:49.00","'EDP'",
"111","111","'Disabled'","2015-10-19 21:44:05.00","'Particular'","transform enterprise users","1975-02-12 21:23:26.00","'POI'",
"112","112","'Enabled'","1999-12-22 09:48:35.00","'Particular'","disintermediate world-class webservices","2010-11-08 08:59:50.00","'EDP'",
"113","113","'Disabled'","1994-12-18 06:27:22.00","'Particular'","envisioneer B2C technologies","1981-12-18 13:08:26.00","'SAI'",
"114","114","'Enabled'","2001-12-02 07:44:17.00","'Particular'","matrix cross-media applications","1980-11-09 02:07:27.00","'SAI'",
"115","115","'Disabled'","1972-07-14 03:12:38.00","'Business'","leverage seamless e-markets","2015-10-08 07:03:33.00","'SAI'",
"116","116","'Enabled'","2016-05-26 19:57:05.00","'Business'","empower B2B models","2016-07-18 09:38:08.00","'SAI'",
"117","117","'Disabled'","2020-09-16 18:28:11.00","'Particular'","engage impactful portals","2019-01-23 18:30:24.00","'EDP'",
"118","118","'Enabled'","2013-07-28 20:19:55.00","'Particular'","extend 24/7 convergence","2004-11-24 13:47:45.00","'POI'",
"119","119","'Enabled'","1974-03-31 10:45:04.00","'Business'","recontextualize plug-and-play deliverables","2008-03-12 06:03:58.00","'EDP'",
"120","120","'Disabled'","1992-07-24 01:42:07.00","'Business'","expedite cross-platform markets","2014-08-26 09:04:23.00","'EDP'",
"121","121","'Disabled'","1993-10-14 12:10:24.00","'Business'","transition web-enabled communities","2010-08-20 21:30:03.00","'SAI'",
"122","122","'Disabled'","1980-11-24 08:47:30.00","'Business'","benchmark leading-edge synergies","1972-07-21 11:12:06.00","'POI'",
"123","123","'Disabled'","2004-09-05 11:30:46.00","'Business'","deliver B2C networks","2012-09-28 11:52:51.00","'POI'",
"124","124","'Disabled'","1991-01-31 00:21:27.00","'Business'","evolve vertical eyeballs","1974-11-24 17:09:39.00","'POI'",
"125","125","'Disabled'","2013-12-14 11:40:12.00","'Business'","maximize cross-media relationships","2020-06-12 05:43:54.00","'SAI'",
"126","126","'Disabled'","2016-07-09 05:33:14.00","'Particular'","unleash viral methodologies","1989-10-09 23:54:39.00","'SAI'",
"127","127","'Enabled'","2001-01-19 23:12:11.00","'Particular'","optimize user-centric schemas","2020-01-30 20:11:43.00","'EDP'",
"128","128","'Disabled'","1990-09-21 07:47:55.00","'Particular'","recontextualize end-to-end methodologies","1975-06-10 07:06:26.00","'SAI'",
"129","129","'Disabled'","1974-06-26 17:39:57.00","'Business'","deliver scalable communities","1979-10-15 20:24:39.00","'EDP'",
"130","130","'Disabled'","2012-06-05 23:26:17.00","'Particular'","maximize frictionless web-readiness","1970-09-13 11:33:30.00","'EDP'",
"131","131","'Enabled'","1989-10-11 02:19:23.00","'Business'","mesh B2C solutions","2016-11-06 01:01:19.00","'POI'",
"132","132","'Enabled'","2020-02-13 00:08:32.00","'Particular'","recontextualize sexy partnerships","1983-07-29 23:05:11.00","'POI'",
"133","133","'Enabled'","2010-07-27 18:17:13.00","'Business'","enhance value-added infomediaries","1977-01-08 23:32:02.00","'SAI'",
"134","134","'Disabled'","1976-05-19 10:32:09.00","'Particular'","deploy 24/7 action-items","1970-05-17 05:25:54.00","'POI'",
"135","135","'Disabled'","2015-12-25 00:42:01.00","'Business'","empower scalable infrastructures","1993-03-21 08:19:27.00","'SAI'",
"136","136","'Disabled'","2000-09-30 00:57:53.00","'Particular'","benchmark holistic e-commerce","1991-03-28 14:22:28.00","'EDP'",
"137","137","'Enabled'","2001-07-28 20:01:40.00","'Business'","empower intuitive supply-chains","2010-04-13 03:02:06.00","'SAI'",
"138","138","'Enabled'","2013-05-03 23:56:47.00","'Particular'","seize wireless platforms","2000-03-24 23:41:34.00","'POI'",
"139","139","'Disabled'","2017-09-15 17:39:02.00","'Business'","disintermediate robust relationships","2008-02-29 07:33:26.00","'EDP'",
"140","140","'Disabled'","2014-03-13 11:36:44.00","'Business'","implement virtual portals","2017-03-17 07:02:35.00","'EDP'",
"141","141","'Enabled'","1970-10-27 05:23:59.00","'Particular'","enhance next-generation bandwidth","1994-07-21 11:39:22.00","'EDP'",
"142","142","'Disabled'","2005-10-22 14:23:48.00","'Particular'","reintermediate killer initiatives","2002-08-14 19:16:03.00","'SAI'",
"143","143","'Disabled'","1979-12-19 00:46:33.00","'Business'","drive visionary interfaces","1985-12-08 10:04:35.00","'EDP'",
"144","144","'Enabled'","1984-06-16 21:07:28.00","'Particular'","expedite back-end partnerships","2015-10-27 17:58:06.00","'EDP'",
"145","145","'Disabled'","1988-02-24 13:56:51.00","'Business'","enhance killer e-markets","2004-05-20 09:35:30.00","'SAI'",
"146","146","'Disabled'","2010-10-08 19:38:35.00","'Particular'","benchmark ubiquitous communities","2018-04-17 09:38:33.00","'POI'",
"147","147","'Disabled'","1989-12-15 20:28:28.00","'Particular'","seize seamless initiatives","1980-09-08 06:10:23.00","'SAI'",
"148","148","'Disabled'","1984-12-13 05:40:22.00","'Business'","embrace out-of-the-box markets","2009-02-28 09:22:12.00","'POI'",
"149","149","'Disabled'","1983-01-04 08:14:02.00","'Particular'","incubate mission-critical convergence","1979-06-01 01:33:12.00","'SAI'",
"150","150","'Disabled'","2002-10-05 05:36:14.00","'Particular'","repurpose viral e-business","2013-09-19 22:46:11.00","'SAI'",
"151","151","'Enabled'","1996-03-30 20:52:38.00","'Particular'","embrace compelling platforms","1994-07-04 22:08:36.00","'SAI'",
"152","152","'Enabled'","2010-03-14 06:19:40.00","'Business'","e-enable cross-media vortals","2005-12-09 21:29:47.00","'EDP'",
"153","153","'Enabled'","2007-09-26 00:31:30.00","'Business'","drive scalable users","1989-07-19 23:49:45.00","'POI'",
"154","154","'Disabled'","1994-09-21 01:45:45.00","'Business'","envisioneer collaborative users","1973-07-09 04:34:09.00","'SAI'",
"155","155","'Enabled'","2014-02-16 05:32:49.00","'Business'","orchestrate dot-com web-readiness","1994-03-29 11:48:33.00","'EDP'",
"156","156","'Enabled'","2012-08-31 06:49:08.00","'Business'","empower next-generation models","2009-08-26 11:23:09.00","'POI'",
"157","157","'Disabled'","2015-12-12 13:01:12.00","'Particular'","target bricks-and-clicks functionalities","2019-03-12 01:08:54.00","'EDP'",
"158","158","'Enabled'","1986-09-25 03:48:06.00","'Business'","synthesize rich applications","2012-07-21 12:43:29.00","'SAI'",
"159","159","'Disabled'","1994-12-29 13:58:26.00","'Business'","architect turn-key infomediaries","2006-02-28 17:54:09.00","'POI'",
"160","160","'Enabled'","2003-06-19 19:24:10.00","'Particular'","unleash visionary experiences","1975-05-13 22:54:28.00","'POI'",
"161","161","'Enabled'","2020-12-11 02:36:08.00","'Business'","whiteboard enterprise infomediaries","1981-12-16 23:39:22.00","'SAI'",
"162","162","'Enabled'","1995-10-18 06:52:22.00","'Business'","whiteboard proactive synergies","1978-11-27 22:34:51.00","'SAI'",
"163","163","'Disabled'","1987-04-20 21:00:59.00","'Particular'","aggregate visionary eyeballs","1989-05-08 20:55:25.00","'POI'",
"164","164","'Enabled'","2014-12-28 00:16:49.00","'Business'","enable dynamic infomediaries","1979-05-10 12:28:34.00","'SAI'",
"165","165","'Disabled'","2020-08-24 06:20:40.00","'Business'","reinvent efficient methodologies","2011-11-29 03:12:11.00","'EDP'",
"166","166","'Disabled'","2005-04-30 09:08:31.00","'Business'","benchmark cross-platform relationships","1975-12-16 00:14:55.00","'EDP'",
"167","167","'Enabled'","1985-09-05 17:47:52.00","'Business'","deploy dot-com initiatives","2010-01-07 15:35:23.00","'EDP'",
"168","168","'Enabled'","2014-07-25 01:28:07.00","'Business'","utilize visionary infomediaries","1987-03-03 20:43:09.00","'POI'",
"169","169","'Disabled'","1990-09-05 14:21:24.00","'Business'","monetize real-time action-items","2020-07-27 04:00:19.00","'SAI'",
"170","170","'Enabled'","1989-08-03 18:35:31.00","'Particular'","grow bleeding-edge functionalities","1993-01-25 19:51:56.00","'EDP'",
"171","171","'Enabled'","2017-02-18 04:59:34.00","'Business'","facilitate vertical e-services","1983-12-08 08:30:23.00","'SAI'",
"172","172","'Disabled'","1982-08-15 07:03:07.00","'Particular'","streamline front-end channels","1974-09-01 09:34:11.00","'SAI'",
"173","173","'Disabled'","2015-11-27 15:12:52.00","'Business'","monetize compelling niches","2011-01-22 16:06:18.00","'POI'",
"174","174","'Enabled'","1982-09-10 23:25:31.00","'Particular'","target compelling experiences","1975-06-15 07:29:12.00","'EDP'",
"175","175","'Enabled'","2004-11-14 21:41:31.00","'Business'","recontextualize ubiquitous methodologies","2020-03-31 09:32:08.00","'EDP'",
"176","176","'Enabled'","1992-10-28 08:15:19.00","'Business'","matrix value-added markets","2006-01-12 14:58:01.00","'POI'",
"177","177","'Disabled'","2009-10-18 23:49:40.00","'Business'","reintermediate enterprise content","2002-10-08 21:09:19.00","'EDP'",
"178","178","'Disabled'","1997-09-23 08:49:27.00","'Business'","expedite intuitive web-readiness","1993-11-02 16:12:40.00","'EDP'",
"179","179","'Disabled'","1979-01-23 05:19:05.00","'Business'","optimize frictionless ROI","2001-11-01 08:26:03.00","'EDP'",
"180","180","'Enabled'","2022-03-03 01:25:30.00","'Business'","deploy e-business synergies","2013-10-15 17:32:21.00","'SAI'",
"181","181","'Disabled'","1990-09-27 03:28:30.00","'Business'","iterate robust e-commerce","2011-01-07 10:53:09.00","'EDP'",
"182","182","'Disabled'","1996-10-04 16:46:13.00","'Particular'","reinvent bleeding-edge bandwidth","2005-10-08 02:07:17.00","'POI'",
"183","183","'Enabled'","2019-10-25 02:39:59.00","'Business'","exploit scalable applications","1980-09-08 14:01:40.00","'POI'",
"184","184","'Disabled'","2016-09-30 00:39:40.00","'Business'","transition 24/365 convergence","2009-09-16 22:15:20.00","'POI'",
"185","185","'Disabled'","1997-03-21 00:09:33.00","'Particular'","incentivize holistic infomediaries","1989-07-21 04:26:56.00","'POI'",
"186","186","'Disabled'","1994-08-03 04:38:19.00","'Business'","repurpose out-of-the-box paradigms","1974-04-21 03:18:19.00","'POI'",
"187","187","'Enabled'","1979-08-16 23:42:30.00","'Particular'","architect 24/365 eyeballs","2001-01-14 19:32:19.00","'SAI'",
"188","188","'Disabled'","1977-03-16 02:33:22.00","'Particular'","matrix clicks-and-mortar bandwidth","1999-05-15 02:47:54.00","'SAI'",
"189","189","'Enabled'","1974-01-03 22:23:11.00","'Particular'","orchestrate dynamic eyeballs","1970-12-24 19:55:30.00","'EDP'",
"190","190","'Disabled'","1988-11-24 02:11:23.00","'Particular'","deliver seamless infomediaries","1977-08-15 01:55:38.00","'SAI'",
"191","191","'Enabled'","2001-10-16 10:42:04.00","'Particular'","envisioneer enterprise niches","1971-07-06 10:51:40.00","'EDP'",
"192","192","'Disabled'","2013-09-10 20:54:51.00","'Particular'","deploy vertical networks","1974-07-08 10:42:39.00","'SAI'",
"193","193","'Disabled'","1990-08-31 06:06:20.00","'Particular'","unleash killer infomediaries","1994-07-18 06:46:44.00","'EDP'",
"194","194","'Disabled'","1993-06-23 04:39:01.00","'Particular'","architect seamless markets","1976-10-30 07:45:52.00","'SAI'",
"195","195","'Enabled'","2006-12-25 23:56:03.00","'Business'","grow end-to-end niches","1993-01-13 01:37:45.00","'EDP'",
"196","196","'Enabled'","1995-07-11 07:48:52.00","'Particular'","whiteboard collaborative models","2018-03-07 13:33:26.00","'POI'",
"197","197","'Enabled'","1983-11-01 23:42:37.00","'Business'","strategize visionary vortals","1984-08-23 18:03:22.00","'EDP'",
"198","198","'Enabled'","1970-02-10 11:02:07.00","'Particular'","enable seamless e-markets","1997-01-29 09:50:01.00","'POI'",
"199","199","'Disabled'","1986-04-03 17:23:17.00","'Particular'","integrate synergistic convergence","2007-11-19 20:01:09.00","'POI'",
"200","200","'Enabled'","1996-10-21 03:13:20.00","'Particular'","implement real-time infrastructures","2003-05-16 05:18:49.00","'POI'",
"201","201","'Enabled'","1994-08-19 18:51:09.00","'Business'","expedite transparent eyeballs","2012-02-17 16:32:05.00","'SAI'",
"202","202","'Disabled'","1984-05-26 16:27:42.00","'Particular'","benchmark enterprise e-markets","1976-02-05 20:43:43.00","'EDP'",
"203","203","'Enabled'","1995-09-20 14:22:38.00","'Particular'","utilize sexy networks","1997-06-17 19:22:59.00","'EDP'",
"204","204","'Disabled'","2010-08-13 22:48:38.00","'Particular'","integrate magnetic applications","1994-02-23 02:17:34.00","'POI'",
"205","205","'Disabled'","1975-05-22 15:08:26.00","'Particular'","incubate cross-media initiatives","2013-05-27 22:38:55.00","'POI'",
"206","206","'Disabled'","2020-05-23 23:41:07.00","'Business'","harness bricks-and-clicks e-services","1989-02-18 21:16:51.00","'SAI'",
"207","207","'Disabled'","2020-07-17 02:02:44.00","'Business'","aggregate B2C networks","2007-05-22 06:39:15.00","'EDP'",
"208","208","'Disabled'","1999-08-23 12:53:47.00","'Particular'","repurpose 24/7 e-markets","1993-05-06 11:39:46.00","'EDP'",
"209","209","'Disabled'","2003-07-24 16:15:08.00","'Business'","envisioneer out-of-the-box experiences","1985-04-08 00:25:03.00","'POI'",
"210","210","'Enabled'","2011-04-16 07:40:28.00","'Business'","deliver dynamic webservices","2004-03-06 19:34:26.00","'POI'",
"211","211","'Disabled'","1989-03-03 05:15:52.00","'Particular'","synergize vertical solutions","2021-06-11 19:52:31.00","'EDP'",
"212","212","'Disabled'","2004-05-21 23:25:39.00","'Particular'","leverage impactful eyeballs","2019-12-27 01:34:06.00","'EDP'",
