"AccountId","DateTime","CreditDebitIndicator","Type","AmountId","CreditLineId",
"269","1979-11-25 12:35:34.00","'Debit'","'Particular'","7236","269",
"274","1981-10-25 09:18:06.00","'Debit'","'Business'","73","274",
"276","1977-12-14 11:17:04.00","'Debit'","'Business'","47","276",
"280","1986-04-24 09:58:44.00","'Credit'","'Business'","1673","280",
"281","1976-04-27 11:28:28.00","'Debit'","'Business'","8","281",
"283","1988-01-19 14:44:30.00","'Debit'","'Business'","5253","283",
"292","1985-08-23 17:26:54.00","'Credit'","'Business'","3158","292",
"294","1989-08-15 02:58:32.00","'Debit'","'Business'","34","294",
"295","1986-04-27 01:40:22.00","'Debit'","'Particular'","405","295",
"299","1976-09-16 12:11:23.00","'Credit'","'Particular'","2925","299",
"302","2004-07-01 08:52:29.00","'Debit'","'Particular'","1777","302",
"303","2015-03-07 02:57:54.00","'Credit'","'Business'","1077","303",
"304","2012-03-07 17:37:36.00","'Debit'","'Particular'","650","304",
"305","1993-06-18 15:42:04.00","'Debit'","'Business'","33","305",
"309","1977-06-21 04:18:32.00","'Credit'","'Particular'","438","309",
"312","1981-12-21 22:01:33.00","'Credit'","'Business'","210","312",
"322","1983-02-09 12:27:33.00","'Debit'","'Business'","203","322",
"323","2010-08-06 20:40:58.00","'Credit'","'Particular'","429","323",
"324","2017-06-02 15:12:01.00","'Debit'","'Business'","2082","324",
"333","1992-04-07 01:14:17.00","'Debit'","'Particular'","853","333",
"336","2007-07-20 22:52:45.00","'Credit'","'Particular'","1002","336",
"339","2001-10-23 21:47:22.00","'Credit'","'Business'","8531","339",
"348","1975-05-28 18:02:22.00","'Credit'","'Business'","138","348",
"352","2002-04-06 20:19:00.00","'Credit'","'Business'","19","352",
"357","1988-06-26 13:24:03.00","'Credit'","'Business'","167","357",
"358","1975-02-10 12:11:48.00","'Credit'","'Particular'","9063","358",
"363","2018-08-19 05:17:38.00","'Credit'","'Business'","259","363",
"364","2018-01-19 01:25:34.00","'Credit'","'Particular'","3653","364",
"365","1996-06-22 08:22:18.00","'Credit'","'Particular'","94","365",
"372","2001-11-30 18:18:11.00","'Credit'","'Particular'","932","372",
"376","1984-02-01 16:51:47.00","'Credit'","'Particular'","113","376",
"380","2011-11-09 01:07:00.00","'Credit'","'Particular'","6940","380",
"381","1979-06-10 01:44:24.00","'Credit'","'Particular'","4476","381",
"385","2004-11-24 23:57:20.00","'Debit'","'Particular'","1339","385",
"386","1976-11-22 02:19:49.00","'Debit'","'Business'","2792","386",
"387","1983-06-29 00:09:13.00","'Credit'","'Business'","2708","387",
"389","2020-10-02 03:19:56.00","'Debit'","'Particular'","32","389",
"395","1980-10-28 13:43:17.00","'Credit'","'Particular'","12","395",
"396","2000-08-20 07:51:01.00","'Credit'","'Particular'","9225","396",
"398","1990-07-18 08:34:51.00","'Credit'","'Particular'","570","398",
"400","1970-12-15 22:25:09.00","'Credit'","'Particular'","220","400",
"402","2010-02-14 18:55:42.00","'Credit'","'Business'","1111","402",
"405","1971-11-27 06:57:14.00","'Debit'","'Business'","2217","405",
"407","1999-06-11 14:03:04.00","'Debit'","'Particular'","82","407",
"417","1994-05-08 00:14:43.00","'Debit'","'Business'","152","417",
"419","2015-10-07 20:39:07.00","'Debit'","'Business'","331","419",
"420","1978-04-07 07:56:45.00","'Debit'","'Business'","23","420",
"422","2016-04-24 09:08:41.00","'Debit'","'Particular'","1062","422",
"424","1990-01-14 10:21:09.00","'Debit'","'Particular'","2267","424",
"436","2002-01-21 10:32:22.00","'Debit'","'Particular'","439","436",
"437","1994-11-30 10:49:21.00","'Credit'","'Business'","1746","437",
"438","1981-04-28 01:27:21.00","'Credit'","'Particular'","5507","438",
"449","2017-03-17 00:16:20.00","'Debit'","'Business'","5654","449",
"450","2008-04-26 17:59:31.00","'Credit'","'Business'","268","450",
"451","1998-04-14 17:17:54.00","'Credit'","'Particular'","3061","451",
"455","2022-02-23 12:16:34.00","'Credit'","'Business'","495","455",
"457","1976-09-07 00:40:33.00","'Debit'","'Particular'","202","457",
"459","1979-08-06 08:39:46.00","'Debit'","'Particular'","25","459",
"466","1981-02-17 00:15:11.00","'Credit'","'Particular'","587","466",
"468","1999-02-01 08:10:46.00","'Credit'","'Particular'","171","468",
"478","1976-07-23 15:44:40.00","'Credit'","'Particular'","58","478",
"481","1984-05-21 14:39:45.00","'Debit'","'Particular'","65","481",
"487","2001-02-21 11:27:18.00","'Debit'","'Business'","313","487",
"488","2019-03-22 17:00:18.00","'Credit'","'Business'","14","488",
"493","2020-12-14 10:50:34.00","'Debit'","'Business'","3511","493",
"504","1974-01-09 14:23:57.00","'Credit'","'Particular'","7297","504",
"513","1992-07-01 03:27:37.00","'Debit'","'Business'","1019","513",
"518","1985-08-05 22:56:32.00","'Credit'","'Business'","350","518",
"519","2016-04-28 03:07:13.00","'Debit'","'Particular'","1600","519",
"520","1988-01-24 01:05:01.00","'Debit'","'Particular'","339","520",
"532","2013-01-17 22:11:39.00","'Credit'","'Particular'","933","532",
"536","2012-02-16 15:08:33.00","'Credit'","'Particular'","36","536",
"541","1979-10-03 11:01:17.00","'Credit'","'Particular'","543","541",
"542","1994-08-28 14:43:03.00","'Debit'","'Particular'","239","542",
"543","1987-07-18 00:44:19.00","'Credit'","'Business'","1616","543",
"546","1970-06-01 01:48:08.00","'Debit'","'Business'","223","546",
"547","2003-12-25 05:44:18.00","'Debit'","'Particular'","46","547",
"555","1978-07-25 11:34:40.00","'Debit'","'Particular'","198","555",
"557","2013-05-04 22:59:19.00","'Credit'","'Business'","498","557",
"558","2007-08-11 18:00:32.00","'Debit'","'Business'","157","558",
"564","1993-11-19 21:14:24.00","'Debit'","'Business'","62","564",
"573","2012-11-28 06:31:30.00","'Debit'","'Business'","3025","573",
"589","1989-06-28 00:53:37.00","'Debit'","'Business'","1212","589",
"591","1986-05-16 23:48:14.00","'Debit'","'Particular'","37","591",
"595","1980-03-11 14:40:14.00","'Credit'","'Particular'","188","595",
"600","2018-06-24 22:40:58.00","'Credit'","'Business'","3232","600",
"601","1996-01-19 18:09:41.00","'Debit'","'Particular'","265","601",
"611","1973-01-14 21:37:57.00","'Credit'","'Particular'","127","611",
"625","2012-05-09 17:11:42.00","'Credit'","'Particular'","3139","625",
"629","2010-07-13 09:34:31.00","'Debit'","'Particular'","59","629",
"634","2013-03-31 09:12:59.00","'Credit'","'Business'","88","634",
"636","2016-01-30 13:25:20.00","'Credit'","'Particular'","627","636",
"639","2018-09-10 09:56:29.00","'Credit'","'Particular'","335","639",
"640","2005-11-28 19:37:45.00","'Credit'","'Business'","6892","640",
"642","1973-08-13 14:08:34.00","'Debit'","'Business'","823","642",
"652","2010-08-19 05:34:16.00","'Credit'","'Business'","191","652",
"662","1972-10-02 09:08:52.00","'Credit'","'Particular'","3548","662",
"664","1973-01-21 18:47:58.00","'Debit'","'Business'","9","664",
"665","2006-11-10 04:49:36.00","'Debit'","'Particular'","38","665",
"673","1996-12-14 20:25:33.00","'Debit'","'Business'","332","673",
"675","2018-09-30 08:00:25.00","'Debit'","'Particular'","359","675",
"676","1990-08-17 18:02:51.00","'Debit'","'Particular'","186","676",
"681","1993-09-10 22:29:19.00","'Debit'","'Business'","2093","681",
"683","2012-08-13 03:50:11.00","'Credit'","'Business'","7027","683",
"684","1990-05-15 04:53:05.00","'Debit'","'Particular'","832","684",
"685","1993-12-03 00:14:07.00","'Debit'","'Particular'","364","685",
"687","1983-10-11 01:43:28.00","'Debit'","'Particular'","6145","687",
"689","1988-03-25 20:08:11.00","'Debit'","'Particular'","196","689",
"690","1990-03-30 04:15:11.00","'Credit'","'Business'","147","690",
"694","2007-02-22 05:06:28.00","'Debit'","'Particular'","87","694",
"695","2006-03-11 09:52:15.00","'Credit'","'Particular'","5711","695",
"707","1976-04-15 21:58:00.00","'Credit'","'Particular'","4874","707",
"710","2017-10-20 05:01:08.00","'Credit'","'Particular'","5215","710",
"712","1974-10-15 05:06:38.00","'Credit'","'Particular'","427","712",
"713","2019-05-28 21:04:39.00","'Credit'","'Particular'","2364","713",
"715","1985-09-26 21:21:07.00","'Debit'","'Business'","557","715",
"716","1995-05-17 18:25:34.00","'Credit'","'Particular'","489","716",
"717","1993-01-06 14:21:31.00","'Credit'","'Business'","5737","717",
"722","1971-12-07 20:05:33.00","'Credit'","'Particular'","419","722",
"732","1997-06-13 14:57:43.00","'Debit'","'Business'","524","732",
"737","2008-05-18 11:37:59.00","'Debit'","'Business'","2061","737",
"747","2003-10-24 23:57:08.00","'Debit'","'Particular'","5148","747",
"754","1977-05-08 13:10:22.00","'Debit'","'Particular'","793","754",
"759","1995-06-15 01:30:25.00","'Credit'","'Particular'","90","759",
"762","1995-07-06 20:55:44.00","'Credit'","'Particular'","22","762",
"764","1989-09-12 21:23:24.00","'Debit'","'Particular'","353","764",
"769","2004-06-30 05:08:51.00","'Credit'","'Business'","5101","769",
"785","1985-08-08 15:30:25.00","'Debit'","'Business'","99","785",
"790","2021-05-17 19:01:32.00","'Debit'","'Particular'","29","790",
"793","1995-06-03 22:09:59.00","'Credit'","'Particular'","83","793",
"794","2007-10-26 12:18:09.00","'Debit'","'Business'","61","794",
"802","1998-07-04 08:39:32.00","'Debit'","'Particular'","2760","802",
"803","2016-04-07 22:21:15.00","'Debit'","'Business'","95","803",
"806","1985-03-01 10:12:05.00","'Debit'","'Particular'","4536","806",
"807","1984-12-13 00:10:17.00","'Debit'","'Business'","467","807",
"810","1986-12-18 10:29:26.00","'Credit'","'Particular'","8636","810",
"814","2013-06-11 05:33:27.00","'Debit'","'Business'","2589","814",
"818","1990-12-13 17:44:16.00","'Debit'","'Business'","150","818",
"821","2022-02-12 15:12:49.00","'Debit'","'Business'","1856","821",
"825","2006-04-29 11:49:26.00","'Credit'","'Particular'","852","825",
"826","1971-04-11 17:24:54.00","'Debit'","'Business'","465","826",
"829","1987-05-04 16:36:10.00","'Credit'","'Particular'","378","829",
"840","2008-01-28 22:24:18.00","'Credit'","'Particular'","290","840",
"849","2011-12-05 06:56:09.00","'Credit'","'Particular'","54","849",
"862","2006-11-20 12:20:19.00","'Credit'","'Particular'","64","862",
"869","2001-11-01 23:10:50.00","'Debit'","'Business'","424","869",
"870","1994-10-07 09:26:36.00","'Debit'","'Business'","413","870",
"873","1998-12-09 21:01:17.00","'Debit'","'Business'","17","873",
"878","1997-12-12 19:28:07.00","'Debit'","'Business'","689","878",
"883","2001-05-27 00:47:46.00","'Credit'","'Particular'","1908","883",
"888","1999-07-01 05:03:51.00","'Credit'","'Business'","28","888",
"890","1979-08-30 00:44:02.00","'Debit'","'Business'","80","890",
"892","1983-07-09 19:10:01.00","'Credit'","'Business'","238","892",
"899","1981-10-22 01:52:39.00","'Debit'","'Particular'","77","899",
"901","1994-04-26 23:50:11.00","'Credit'","'Business'","166","901",
"908","2011-01-01 13:52:05.00","'Credit'","'Business'","4547","908",
"920","1993-05-31 06:33:32.00","'Debit'","'Business'","1604","920",
"922","1971-11-27 05:21:40.00","'Debit'","'Particular'","129","922",
"923","2005-10-06 06:34:30.00","'Debit'","'Business'","1114","923",
"925","2013-01-29 11:23:55.00","'Debit'","'Business'","39","925",
"927","1993-03-10 15:47:42.00","'Debit'","'Particular'","440","927",
"928","1990-02-11 14:10:56.00","'Debit'","'Business'","325","928",
"938","2012-08-08 03:17:29.00","'Credit'","'Business'","908","938",
"945","1977-03-29 23:12:46.00","'Credit'","'Particular'","1046","945",
"949","1974-06-17 08:05:31.00","'Debit'","'Business'","455","949",
"950","1994-01-30 08:40:56.00","'Debit'","'Business'","1514","950",
"951","2009-07-04 15:41:26.00","'Debit'","'Particular'","30","951",
"952","1996-07-20 08:19:45.00","'Credit'","'Business'","797","952",
"960","1984-04-17 09:50:40.00","'Debit'","'Business'","538","960",
"964","1975-11-03 21:08:10.00","'Credit'","'Business'","3958","964",
"970","1983-03-29 12:05:12.00","'Debit'","'Business'","809","970",
"973","2007-01-30 03:48:20.00","'Credit'","'Particular'","69","973",
"974","2009-06-28 09:12:28.00","'Credit'","'Business'","1013","974",
"977","2021-05-25 05:36:06.00","'Credit'","'Particular'","792","977",
"982","2021-12-11 15:10:05.00","'Credit'","'Business'","833","982",
"992","1998-01-10 11:34:39.00","'Debit'","'Particular'","3689","992",
"1000","2002-03-16 11:10:48.00","'Debit'","'Particular'","522","1000",
"1001","2020-08-02 07:39:05.00","'Debit'","'Business'","5895","1001",
"1014","2013-05-29 04:59:12.00","'Debit'","'Business'","928","1014",
"1015","1997-10-01 14:03:20.00","'Credit'","'Particular'","224","1015",
"1017","1976-12-13 00:09:27.00","'Debit'","'Particular'","266","1017",
"1021","1984-01-06 17:49:39.00","'Credit'","'Particular'","676","1021",
"1022","1971-04-05 19:52:59.00","'Debit'","'Particular'","246","1022",
"1025","2001-06-28 17:12:44.00","'Debit'","'Business'","3584","1025",
"1027","2019-08-10 14:27:49.00","'Debit'","'Particular'","5959","1027",
"1028","2010-02-01 02:40:06.00","'Debit'","'Particular'","52","1028",
"1031","1980-08-24 03:19:52.00","'Credit'","'Particular'","4491","1031",
"1043","1981-11-21 13:21:46.00","'Credit'","'Particular'","2682","1043",
"1051","1993-01-16 14:31:32.00","'Credit'","'Business'","3666","1051",
"1059","2016-03-09 05:09:55.00","'Debit'","'Particular'","117","1059",
"1063","1997-05-26 09:13:07.00","'Credit'","'Business'","3537","1063",
"1071","1992-05-08 03:30:33.00","'Credit'","'Business'","384","1071",
"1074","2002-03-02 12:02:37.00","'Debit'","'Business'","179","1074",
"1077","1975-03-31 19:32:20.00","'Debit'","'Business'","4356","1077",
"1080","2007-07-31 23:06:32.00","'Credit'","'Particular'","493","1080",
"1087","2020-08-22 08:34:32.00","'Credit'","'Business'","586","1087",
"1088","1978-03-01 08:37:57.00","'Credit'","'Particular'","146","1088",
"1104","1988-11-18 02:41:48.00","'Credit'","'Particular'","2311","1104",
"1113","1994-02-07 05:18:37.00","'Credit'","'Business'","2072","1113",
"1122","1971-03-09 15:30:56.00","'Debit'","'Business'","1392","1122",
"1127","1978-10-18 18:38:08.00","'Credit'","'Business'","381","1127",
"1132","1989-09-10 02:10:44.00","'Debit'","'Business'","141","1132",
"1139","2012-08-21 18:55:21.00","'Credit'","'Business'","2408","1139",
"1144","1988-08-20 21:24:50.00","'Credit'","'Business'","2141","1144",
"1146","1973-06-01 09:59:57.00","'Debit'","'Business'","2737","1146",
"1155","1983-02-26 22:59:14.00","'Debit'","'Business'","1552","1155",
"1162","1973-05-18 16:31:07.00","'Credit'","'Particular'","50","1162",
"1164","1978-03-17 13:40:04.00","'Debit'","'Business'","2868","1164",
"1169","2007-03-10 00:37:27.00","'Credit'","'Business'","3776","1169",
"1175","2016-10-07 07:58:17.00","'Credit'","'Particular'","11","1175",
"1177","1988-12-06 23:41:35.00","'Credit'","'Particular'","3058","1177",
"1183","1970-03-10 11:31:28.00","'Debit'","'Particular'","3386","1183",
"1223","1997-05-15 07:05:56.00","'Credit'","'Particular'","651","1223",
"1225","1980-01-25 01:21:50.00","'Debit'","'Business'","2824","1225",
"1226","1972-05-22 03:12:58.00","'Credit'","'Business'","1991","1226",
"1231","2009-09-17 11:47:28.00","'Credit'","'Particular'","3786","1231",
"1232","1990-07-03 18:20:14.00","'Debit'","'Particular'","291","1232",
"1238","1991-11-11 14:36:37.00","'Credit'","'Business'","9822","1238",
"1244","1981-10-24 07:32:37.00","'Credit'","'Particular'","85","1244",
"1248","2011-07-20 19:11:19.00","'Credit'","'Business'","41","1248",
"1250","1983-10-03 13:36:19.00","'Debit'","'Particular'","1521","1250",
"1251","2014-11-08 18:34:24.00","'Debit'","'Particular'","275","1251",
"1256","2022-03-15 10:03:02.00","'Debit'","'Business'","1281","1256",
"1262","2002-12-13 19:36:02.00","'Credit'","'Particular'","8065","1262",
"1263","1989-04-08 12:09:22.00","'Debit'","'Particular'","374","1263",
"1267","2018-12-01 19:23:23.00","'Credit'","'Particular'","5411","1267",
"1280","2009-01-11 07:47:36.00","'Credit'","'Business'","1859","1280",
"1284","2000-11-07 14:51:48.00","'Debit'","'Particular'","726","1284",
"1287","2007-04-15 12:35:54.00","'Credit'","'Particular'","421","1287",
"1290","1975-02-24 17:06:28.00","'Credit'","'Business'","2344","1290",
"1293","2001-11-11 01:59:43.00","'Debit'","'Particular'","708","1293",
"1296","1982-05-11 02:13:45.00","'Debit'","'Particular'","53","1296",
"1307","2006-06-03 09:51:18.00","'Credit'","'Particular'","1593","1307",
"1309","1986-01-02 19:15:31.00","'Debit'","'Particular'","3763","1309",
"1310","2003-06-09 04:00:34.00","'Credit'","'Business'","133","1310",
"1313","2006-04-11 18:27:48.00","'Debit'","'Particular'","433","1313",
"1318","1994-08-31 08:02:29.00","'Debit'","'Business'","9018","1318",
"1319","1998-03-22 10:57:40.00","'Debit'","'Business'","160","1319",
"1329","1981-01-25 00:15:12.00","'Credit'","'Business'","178","1329",
"1333","1992-03-02 09:36:35.00","'Credit'","'Particular'","9044","1333",
"1336","1979-08-13 23:12:02.00","'Credit'","'Particular'","251","1336",
"1338","1976-07-06 22:08:28.00","'Credit'","'Business'","3094","1338",
"1342","1998-03-09 03:54:27.00","'Credit'","'Particular'","666","1342",
"1344","1979-10-21 19:59:49.00","'Debit'","'Business'","411","1344",
"1351","1974-03-14 11:09:12.00","'Debit'","'Business'","7058","1351",
"1363","1985-07-29 06:53:56.00","'Credit'","'Business'","6549","1363",
"1364","1991-03-27 19:33:01.00","'Debit'","'Business'","3771","1364",
"1365","2015-10-31 06:10:02.00","'Credit'","'Particular'","321","1365",
"1371","1992-06-30 07:36:48.00","'Credit'","'Business'","212","1371",
"1382","2017-11-28 10:24:11.00","'Credit'","'Particular'","1388","1382",
"1383","2007-11-09 23:49:48.00","'Credit'","'Particular'","4646","1383",
"1388","2002-12-03 10:32:03.00","'Credit'","'Business'","165","1388",
"1390","1985-05-18 09:37:50.00","'Credit'","'Business'","843","1390",
"1399","1972-10-18 12:43:05.00","'Credit'","'Particular'","4648","1399",
"1403","1993-07-30 12:15:39.00","'Debit'","'Particular'","461","1403",
"1410","1995-12-24 16:28:47.00","'Credit'","'Business'","1160","1410",
"1419","1972-08-08 00:40:32.00","'Debit'","'Business'","92","1419",
"1429","1989-04-21 23:13:26.00","'Credit'","'Business'","406","1429",
"1432","2004-08-28 17:51:20.00","'Debit'","'Business'","5390","1432",
"1437","1991-11-25 07:04:00.00","'Debit'","'Business'","5491","1437",
"1438","2001-10-29 14:17:59.00","'Credit'","'Business'","45","1438",
"1442","1999-09-22 02:55:30.00","'Debit'","'Particular'","554","1442",
"1446","1979-04-05 09:28:59.00","'Debit'","'Particular'","5557","1446",
"1455","1980-11-09 00:21:00.00","'Debit'","'Business'","1636","1455",
"1459","2008-03-13 15:01:34.00","'Debit'","'Particular'","1718","1459",
"1463","2008-11-24 15:58:51.00","'Debit'","'Particular'","5537","1463",
"1470","1980-04-09 12:14:55.00","'Debit'","'Particular'","257","1470",
"1472","1970-10-30 11:53:59.00","'Credit'","'Business'","4507","1472",
"1474","1970-01-29 04:10:22.00","'Debit'","'Business'","355","1474",
"1478","1994-12-31 22:22:34.00","'Credit'","'Business'","176","1478",
"1484","2007-04-08 18:29:19.00","'Debit'","'Particular'","1157","1484",
"1488","1982-01-30 02:43:01.00","'Credit'","'Business'","4979","1488",
"1498","2006-10-01 22:50:37.00","'Debit'","'Business'","132","1498",
"1507","2007-06-30 05:19:44.00","'Debit'","'Business'","7958","1507",
"1514","2011-11-23 19:08:57.00","'Credit'","'Particular'","3789","1514",
"1535","1975-09-16 20:00:04.00","'Credit'","'Particular'","3362","1535",
"1543","2001-04-06 04:44:06.00","'Debit'","'Particular'","515","1543",
"1550","2012-09-21 22:31:47.00","'Debit'","'Particular'","5292","1550",
"1552","1985-06-26 03:10:44.00","'Debit'","'Business'","553","1552",
"1568","1972-08-17 21:01:51.00","'Credit'","'Business'","528","1568",
"1570","1974-06-16 19:06:23.00","'Credit'","'Business'","1694","1570",
"1579","2006-09-27 19:36:40.00","'Credit'","'Business'","3067","1579",
"1585","1985-11-04 01:18:36.00","'Debit'","'Business'","391","1585",
"1586","1975-03-01 01:00:55.00","'Credit'","'Particular'","1068","1586",
"1592","2000-12-20 07:40:07.00","'Debit'","'Business'","469","1592",
"1595","2014-04-30 09:21:10.00","'Debit'","'Particular'","1792","1595",
"1601","2017-03-07 17:51:34.00","'Credit'","'Particular'","445","1601",
"1605","2013-10-22 06:02:38.00","'Debit'","'Business'","5257","1605",
"1606","1993-05-11 02:31:55.00","'Debit'","'Business'","55","1606",
"1609","1977-10-09 06:17:46.00","'Debit'","'Business'","1648","1609",
"1622","1992-06-21 18:12:47.00","'Debit'","'Particular'","741","1622",
"1623","2019-01-23 21:40:54.00","'Debit'","'Particular'","2132","1623",
"1625","1986-12-20 09:15:22.00","'Credit'","'Particular'","110","1625",
"1633","1995-01-14 20:27:39.00","'Debit'","'Business'","1513","1633",
"1634","2007-06-04 17:42:16.00","'Debit'","'Particular'","161","1634",
"1642","2011-05-19 12:39:34.00","'Credit'","'Particular'","2305","1642",
"1648","1992-01-26 06:53:59.00","'Debit'","'Business'","216","1648",
"1649","2021-12-18 19:17:46.00","'Credit'","'Particular'","1920","1649",
"1651","1979-03-30 11:01:44.00","'Debit'","'Business'","9804","1651",
"1653","1973-12-29 23:30:15.00","'Debit'","'Business'","5784","1653",
"1655","1971-08-30 15:56:45.00","'Debit'","'Business'","1959","1655",
"1659","1994-05-28 11:10:12.00","'Credit'","'Business'","342","1659",
"1664","1996-01-22 13:11:04.00","'Debit'","'Business'","44","1664",
"1666","1981-06-14 04:37:28.00","'Credit'","'Particular'","2329","1666",
"1670","2018-06-01 00:04:00.00","'Debit'","'Business'","57","1670",
"1671","2021-09-11 01:56:26.00","'Debit'","'Business'","9491","1671",
"1677","2014-10-07 14:47:39.00","'Debit'","'Particular'","6630","1677",
