"AmountId","CurrencyId","Amount",
"165","1","0",
"166","2","5546.370319",
"167","3","44388.98004",
"168","4","5830.3153549",
"169","1","4072.13",
"170","2","7226544.3408723",
"171","3","4.197",
"172","4","58.20161",
"173","1","31",
"174","2","21785.63",
"175","3","1084.697709733",
"176","4","15.950133",
"177","1","248.554749102",
"178","2","78228.36393819",
"179","3","351.118131036",
"180","4","1199.9",
"181","1","20103338.5027",
"182","2","70673904.42",
"183","3","101104149.88486",
"184","4","1195.556668",
"185","1","4335",
"186","2","13.918",
"187","3","342.292270535",
"188","4","659.091",
"189","1","31752574.75",
"190","2","367.7610833",
"191","3","508921.4520948",
"192","4","2.85718775",
"193","1","184786.52394",
"194","2","63.57",
"195","3","5847.2588",
"196","4","35.184118649",
"197","1","52093373.6",
"198","2","29.7892",
"199","3","617364510.58879",
"200","4","7084939.4324162",
"201","1","7959.1642",
"202","2","263603023.42695",
"203","3","4019.8426",
"204","4","641.09948348",
"205","1","408674",
"206","2","46607.4075812",
"207","3","61734012",
"208","4","156383561.6744",
"209","1","143897",
"210","2","0",
"211","3","6542836.4985298",
"212","4","12326263.06433",
"213","1","3065469.061898",
"214","2","566.08",
"215","3","17827492.578409",
"216","4","2.07664",
"217","1","12525.90120131",
"218","2","90.5",
"219","3","0",
"220","4","1762.63943",
"221","1","39262766.60194",
"222","2","108.24201949",
"223","3","0",
"224","4","309531273",
"225","1","3901.6203716",
"226","2","2010",
"227","3","2039286.7",
"228","4","0",
"229","1","5.7",
"230","2","0.18857",
"231","3","5388307.197417",
"232","4","99.493765522",
"233","1","79.587",
"234","2","0.439",
"235","3","496277.30278613",
"236","4","13113.943",
"237","1","0.152387",
"238","2","33850.99",
"239","3","3673.342",
"240","4","0.55825396",
"241","1","822.73",
"242","2","169324803.9139",
"243","3","2.6481",
"244","4","0",
"245","1","717215.0742487",
"246","2","41662.794624",
"247","3","0",
"248","4","1470852.19",
"249","1","22530.2939153",
"250","2","70567198.582916",
"251","3","0",
"252","4","28.45527",
"253","1","6721.172",
"254","2","4.90620777",
"255","3","67.28241389",
"256","4","79399789.5",
"257","1","417",
"258","2","287.621",
"259","3","142526.965",
"260","4","69605122.93",
"261","1","287198",
"262","2","7478.964402405",
"263","3","114379817.47651",
"264","4","353815118.52",
"265","1","0",
"266","2","35.39",
"267","3","316487930.332",
"268","4","138589745.74479",
"269","1","2.55",
"270","2","321321102.5276",
"271","3","0.19052009",
"272","4","196.07",
"273","1","8374.81019",
"274","2","0.9785",
"275","3","427",
"276","4","3059.3",
"277","1","26783.1416847",
"278","2","51364055.8",
"279","3","6800.5",
"280","4","0",
"281","1","0",
"282","2","0",
"283","3","36.787",
"284","4","0",
"285","1","0",
"286","2","15971.396532072",
"287","3","4748",
"288","4","4.037934304",
"289","1","308.8535257",
"290","2","0",
"291","3","37822604.704163",
"292","4","0",
"293","1","4618171.8822026",
"294","2","0",
"295","3","185160.76641928",
"296","4","623.934686415",
"297","1","0",
"298","2","28180.975384743",
"299","3","495936439.9",
"300","4","148377.98",
"301","1","27840.363218964",
"302","2","7377961.92",
"303","3","1971",
"304","4","2.369",
"305","1","4172.3513",
"306","2","2056941.8742366",
"307","3","260",
"308","4","73718597.733271",
"309","1","329.5",
"310","2","0.411",
"311","3","61393.95051",
"312","4","33866",
"313","1","40",
"314","2","1.664107",
"315","3","0",
"316","4","59.8193686",
"317","1","0",
"318","2","60212.78968879",
"319","3","63.77189",
"320","4","353775504.07177",
"321","1","0",
"322","2","71894071.155",
"323","3","0",
"324","4","26973.42742",
"325","1","16403.29693779",
"326","2","136504.72397798",
"327","3","240684.38233",
"328","4","431063949",
"329","1","46429.90644",
"330","2","594780890.36229",
"331","3","24674614.772014",
"332","4","75.571",
"333","1","7307633.5487575",
"334","2","0",
"335","3","6173.78139141",
"336","4","500146119.38362",
"337","1","48284590.53979",
"338","2","164",
"339","3","301550.7772368",
"340","4","119500.7",
"341","1","10.26",
"342","2","3.06241",
"343","3","88.88758085",
"344","4","59499601.770492",
"345","1","14.550919",
"346","2","0",
"347","3","383.987",
"348","4","3733.42744746",
"349","1","5.55933",
"350","2","0",
"351","3","21.85",
"352","4","482750286.05981",
"353","1","1",
"354","2","3885921.227",
"355","3","4638.41891565",
"356","4","195474071.29201",
"357","1","1585.31829",
"358","2","3242.1",
"359","3","0",
"360","4","211560637.37",
"361","1","328008028.69264",
"362","2","8376763.4791428",
"363","3","106488608.85237",
"364","4","217299.25",
"365","1","3217131.14332",
"366","2","2703",
"367","3","4507.873296897",
"368","4","1.529454573",
"369","1","50600158.971551",
"370","2","77715607.5326",
"371","3","35052.83305428",
"372","4","310838.23",
"373","1","6147.1613",
"374","2","58.36",
"375","3","0",
"376","4","8081219.9764",
"377","1","103.6724803",
"378","2","2.81228444",
"379","3","347040",
"380","4","4.6001",
"381","1","4665.47559915",
"382","2","0.142",
"383","3","22.87211",
"384","4","48.91",
"385","1","58649.90788023",
"386","2","288254459.1774",
"387","3","4852809.957877",
"388","4","235.5142",
"389","1","0",
"390","2","292.068",
"391","3","10669930.923142",
"392","4","739.69",
"393","1","18711724.625",
"394","2","143942926.91353",
"395","3","130081539.53106",
"396","4","321079535.60775",
"397","1","75569776.2",
"398","2","79369.0574",
"399","3","42291.7829",
"400","4","0",
"401","1","343255.287",
"402","2","4072263.899368",
"403","3","41034942.378087",
"404","4","0",
"405","1","11687.98",
"406","2","7230265.330844",
"407","3","212.10170528",
"408","4","34965298.5636",
"409","1","15685584.117",
"410","2","0",
"411","3","3842204.493283",
"412","4","169.1055",
"413","1","0",
"414","2","8278930.5",
"415","3","158.984",
"416","4","6379031.9566771",
"417","1","0.47",
"418","2","536666446.83678",
"419","3","19721.9145236",
"420","4","4.7716",
"421","1","39026321.68223",
"422","2","513005.6891823",
"423","3","0",
"424","4","0.561",
"425","1","193366460.66663",
"426","2","328225308",
"427","3","2658496",
"428","4","33628857.0008",
"429","1","23.6342666",
"430","2","0",
"431","3","13.367",
"432","4","0.61",
"433","1","0",
"434","2","764.133138",
"435","3","11217764.92028",
"436","4","281.2943",
"437","1","21301.875484",
"438","2","91872",
"439","3","19.79",
"440","4","6489.1",
"441","1","420.24856356",
"442","2","9.8667",
"443","3","0",
"444","4","0",
"445","1","30.8",
"446","2","84774142.1451",
"447","3","6.194",
"448","4","436303628.84004",
"449","1","53438762.27635",
"450","2","8671130",
"451","3","4.28",
"452","4","14521899.142948",
"453","1","2898080.5",
"454","2","405.9",
"455","3","859261.593",
"456","4","356109115",
"457","1","0.3871166",
"458","2","76728.040302",
"459","3","192",
"460","4","48665028.711612",
"461","1","2.7928",
"462","2","18836.815158651",
"463","3","37383255.103153",
"464","4","7566772.67889",
"465","1","0",
"466","2","35441.128185",
"467","3","225.04609",
"468","4","291.7482",
"469","1","2885853.2687211",
"470","2","393052.84",
"471","3","0.3101",
"472","4","22096.561531",
"473","1","0",
"474","2","32853720.574",
"475","3","410336.54",
"476","4","414.7",
"477","1","343480.7724",
"478","2","0",
"479","3","462.069455",
"480","4","143095272.43768",
"481","1","0.2",
"482","2","48",
"483","3","31937.48",
"484","4","83158.6043",
"485","1","34610.015670916",
"486","2","3737.455747",
"487","3","87.0823",
"488","4","28940.012578201",
"489","1","7",
"490","2","16.95",
"491","3","100737.88997971",
"492","4","9.0492782",
"493","1","740.9685",
"494","2","0",
"495","3","5029269.503756",
"496","4","0",
"497","1","1505271.9014695",
"498","2","328136.451509",
"499","3","205665331.66023",
"500","4","415647.1029",
"501","1","0.44281172",
"502","2","79763.349",
"503","3","2898947.46",
"504","4","0",
"505","1","1.2284",
"506","2","0",
"507","3","21.3",
"508","4","15858.2254979",
"509","1","2.6",
"510","2","2121.56",
"511","3","62.8701231",
"512","4","0",
"513","1","8659.48",
"514","2","1804732.78788",
"515","3","0",
"516","4","934",
"517","1","9.6636",
"518","2","0",
"519","3","0",
"520","4","45927",
"521","1","1150762.81011",
"522","2","40.2357",
"523","3","30862.74",
"524","4","615690.4",
"525","1","518046107.3873",
"526","2","116765.7862",
"527","3","644008",
"528","4","0",
"529","1","18192.57",
"530","2","4469.59457877",
"531","3","35280258.95",
"532","4","846546599.5",
"533","1","58002.58",
"534","2","0.96",
"535","3","1.2133174",
"536","4","2.8",
"537","1","307111.8",
"538","2","26572.702900973",
"539","3","104.9771062",
"540","4","66558.9218",
"541","1","101118315.41",
"542","2","3777.181",
"543","3","4948200",
"544","4","14",
"545","1","12",
"546","2","62.9",
"547","3","1154998.8066478",
"548","4","52.06803753",
"549","1","588.654",
"550","2","5323.3",
"551","3","39611068.42",
"552","4","130518471.80952",
"553","1","5970.44354",
"554","2","1467973.4096337",
"555","3","5583.34139",
"556","4","269.14618438",
"557","1","310519.548155",
"558","2","18455.782794",
"559","3","50.358247",
"560","4","287.175354293",
"561","1","0.91198",
"562","2","48.54341",
"563","3","26.54",
"564","4","91032.5",
"565","1","0.88971",
"566","2","3624673.265",
"567","3","0",
"568","4","196527",
"569","1","0",
"570","2","0",
"571","3","0",
"572","4","85.912",
"573","1","22.99375",
"574","2","6146.350497",
"575","3","641218",
"576","4","1813.16853",
"577","1","1075493.6686378",
"578","2","0.46425",
"579","3","114131075.22997",
"580","4","108603724.5071",
"581","1","0",
"582","2","6.5",
"583","3","0",
"584","4","0",
"585","1","29.293346552",
"586","2","0.983272",
"587","3","30016.87",
"588","4","784.076",
"589","1","20.1087609",
"590","2","3.2352845",
"591","3","938.8",
"592","4","13.19",
"593","1","693478",
"594","2","90844.9204",
"595","3","5.02",
"596","4","0",
"597","1","2547116.7",
"598","2","74045.78821",
"599","3","51560.898863843",
"600","4","11.16127",
"601","1","1.96931252",
"602","2","9.390382",
"603","3","0",
"604","4","0",
"605","1","11215736.158387",
"606","2","2",
"607","3","488189748.28489",
"608","4","141561685.822",
"609","1","0.3",
"610","2","4438685.2203697",
"611","3","4.965",
"612","4","592.65455",
"613","1","350.3",
"614","2","0",
"615","3","0.4089926",
"616","4","1113978.1",
"617","1","0",
"618","2","189388.18",
"619","3","6793213",
"620","4","226786",
"621","1","276621960.696",
"622","2","6975891.8919901",
"623","3","11073251.6795",
"624","4","250059.75929304",
"625","1","491372234.25",
"626","2","743202315.956",
"627","3","27.8",
"628","4","0",
"629","1","0.854109",
"630","2","6353.89605086",
"631","3","44.9",
"632","4","3",
"633","1","522.8836",
"634","2","0",
"635","3","8.2089236",
"636","4","3156822.07",
"637","1","57409.19039",
"638","2","13371407.540432",
"639","3","293.88981442",
"640","4","167132.50572488",
"641","1","26640830.14",
"642","2","1357.2415382",
"643","3","14140698.51777",
"644","4","5328",
"645","1","0",
"646","2","119008",
"647","3","8.986",
"648","4","248157.2696791",
"649","1","0",
"650","2","85813.639",
"651","3","550.9373994",
"652","4","630.25833",
"653","1","93.3524251",
"654","2","66806408.714",
"655","3","357206993.81569",
"656","4","141.06062",
"657","1","33791.40672089",
"658","2","5482217.2099",
"659","3","24.0803",
"660","4","4229.5101",
"661","1","6881905.0859",
"662","2","79983562.80249",
"663","3","19.5975",
"664","4","509.851",
"665","1","0",
"666","2","122.9",
"667","3","239601682.9526",
"668","4","1929.67",
"669","1","3385",
"670","2","12376.39424",
"671","3","9095099.539",
"672","4","1082082.3",
"673","1","2.45653933",
"674","2","0",
"675","3","127199648",
"676","4","17045909.028467",
"677","1","849",
"678","2","66704.767158728",
"679","3","12.18208",
"680","4","17649.71",
"681","1","76198.243666607",
"682","2","14636.95877",
"683","3","658329.36521",
"684","4","478.3996",
"685","1","288494.4",
"686","2","8358916.41",
"687","3","330018.261",
"688","4","6639805.9",
"689","1","130.6867097",
"690","2","576.059058",
"691","3","196747.92234",
"692","4","6.187",
"693","1","782227.01062",
"694","2","1762502.621",
"695","3","125.700241",
"696","4","2922093.4153",
"697","1","55538.741626",
"698","2","615.21",
"699","3","23733.1610681",
"700","4","150332493.71924",
"701","1","23",
"702","2","12.762",
"703","3","112409394.3578",
"704","4","444220643.08985",
"705","1","193739345.3498",
"706","2","0",
"707","3","227344",
"708","4","248840.463731",
"709","1","0",
"710","2","11233.0842173",
"711","3","1058.4394002",
"712","4","274.55126589",
"713","1","7324453.2",
"714","2","1543855.587977",
"715","3","0",
"716","4","28.1",
"717","1","5345.5013",
"718","2","0",
"719","3","562.3",
"720","4","0",
"721","1","10937690.1053",
"722","2","4765.1913",
"723","3","1797622.1218738",
"724","4","4443",
"725","1","10.02014939",
"726","2","991626.3",
"727","3","0",
"728","4","527.0466",
"729","1","62.7097",
"730","2","644.6054054",
"731","3","10205896.280717",
"732","4","5640305.5085",
"733","1","0",
"734","2","351.53",
"735","3","21.065",
"736","4","6210.553",
"737","1","577896584.17273",
"738","2","5085.08",
"739","3","212584.3",
"740","4","50.68409",
"741","1","15498.523",
"742","2","234399.46242732",
"743","3","354613455.1",
"744","4","14182.27831",
"745","1","5404.8948289",
"746","2","191.12756752",
"747","3","60758.6308",
"748","4","2320.079533",
"749","1","4.7",
"750","2","6",
"751","3","591443.169452",
"752","4","81",
"753","1","56836.56073345",
"754","2","37992.54372439",
"755","3","1828983",
"756","4","0",
"757","1","363.71323234",
"758","2","6844068.4614361",
"759","3","280993.03011",
"760","4","253496.618",
"761","1","0",
"762","2","163944.8",
"763","3","7269.47267704",
"764","4","2058.81630463",
"765","1","43.1561642",
"766","2","11139545.648",
"767","3","63.2883",
"768","4","1160.9316",
"769","1","0",
"770","2","26922.457",
"771","3","5403.292",
"772","4","37899.0446",
"773","1","0",
"774","2","0",
"775","3","35",
"776","4","0",
"777","1","561040",
"778","2","54.59",
"779","3","690.7",
"780","4","1375383.2526689",
"781","1","330.644",
"782","2","1822.7",
"783","3","1",
"784","4","39850.7",
"785","1","2295.44395",
"786","2","16.93",
"787","3","232177841.9438",
"788","4","10773273.348236",
"789","1","416528.94525292",
"790","2","73198.131545",
"791","3","28440223.7036",
"792","4","497.869",
"793","1","0",
"794","2","12.3161",
"795","3","1093663.3506",
"796","4","376659.74689",
"797","1","2808113.0793582",
"798","2","1948",
"799","3","364.364766276",
"800","4","11.443277",
"801","1","55389.8664",
"802","2","35934.2577",
"803","3","148453.9",
"804","4","5767009.52",
"805","1","3.108327502",
"806","2","0",
"807","3","80.59851",
"808","4","182217.929",
"809","1","34179863",
"810","2","223.92734417",
"811","3","21667978.2052",
"812","4","35.3685",
"813","1","101455838",
"814","2","18336803.246785",
"815","3","5359.45",
"816","4","74690765.256283",
"817","1","0",
"818","2","32890144.909",
"819","3","1155680",
"820","4","837.584367535",
"821","1","15.27855",
"822","2","765248.93295335",
"823","3","78781.632399252",
"824","4","220709639.06669",
"825","1","4464877.3809",
"826","2","885979143.863",
"827","3","0.7",
"828","4","1.2",
"829","1","24.5122",
"830","2","2047.98",
"831","3","14.8",
"832","4","0",
"833","1","1104.75",
"834","2","79910.61695019",
"835","3","443.183766507",
"836","4","57563.8",
"837","1","17150260.018157",
"838","2","3.39748",
"839","3","0",
"840","4","17408.661423391",
"841","1","154765.4923",
"842","2","2315938.57656",
"843","3","0",
"844","4","20.209547468",
"845","1","1894",
"846","2","0",
"847","3","286725333.91093",
"848","4","6776248.6662237",
"849","1","5082291.314515",
"850","2","6640714.817119",
"851","3","489912643.9507",
"852","4","3704.7075",
"853","1","20.0153",
"854","2","20.0950089",
"855","3","36907219.2",
"856","4","5177.6988678",
"857","1","84819.729",
"858","2","4816",
"859","3","25",
"860","4","62421.77300446",
"861","1","300959.9",
"862","2","1.870779352",
"863","3","16426",
"864","4","0",
"865","1","47.14029148",
"866","2","1080.780423599",
"867","3","535.47",
"868","4","0.83",
"869","1","1888.692264738",
"870","2","870158.36",
"871","3","7.70575657",
"872","4","5.6479103",
"873","1","11290916.3",
"874","2","4431.34789",
"875","3","44.401861",
"876","4","3144861.6610995",
"877","1","73523.900278",
"878","2","1580.5492",
"879","3","2083.65226",
"880","4","168741804.88",
"881","1","2.9",
"882","2","201330100.85792",
"883","3","2.1025",
"884","4","2896.23",
"885","1","3309.78",
"886","2","12965046.846",
"887","3","696263",
"888","4","486314",
"889","1","118562304.52496",
"890","2","20113.086",
"891","3","16599.992886671",
"892","4","100861.26",
"893","1","1.14582",
"894","2","2603020",
"895","3","0",
"896","4","8.40324568",
"897","1","0",
"898","2","0",
"899","3","102.6044",
"900","4","4916.6",
"901","1","696.22777293",
"902","2","750235",
"903","3","22133.7844",
"904","4","14446599.146137",
"905","1","2660821.283879",
"906","2","51619957.44",
"907","3","940.65141285",
"908","4","17628.708658668",
"909","1","12026226.598614",
"910","2","397714172.3817",
"911","3","304.1937176",
"912","4","318685.1310106",
"913","1","19386711.7038",
"914","2","0",
"915","3","3613787.5748802",
"916","4","36490.6",
"917","1","7.8862",
"918","2","0.8",
"919","3","0",
"920","4","491",
"921","1","126.92",
"922","2","31095658.766571",
"923","3","0",
"924","4","2941063.3416975",
"925","1","28174.1681",
"926","2","0",
"927","3","0",
"928","4","82.73",
"929","1","0",
"930","2","24856.944770102",
"931","3","68.6276106",
"932","4","2.026",
"933","1","2.996351",
"934","2","61217.45611334",
"935","3","4228670",
"936","4","593.76",
"937","1","1930089",
"938","2","5.9",
"939","3","0",
"940","4","22360.662",
"941","1","35551.286887",
"942","2","24884.858951385",
"943","3","0.965",
"944","4","0",
"945","1","410.72554",
"946","2","0",
"947","3","726.94235",
"948","4","15491705.7777",
"949","1","646738100.5443",
"950","2","2080",
"951","3","9295.488311",
"952","4","18076.680547913",
"953","1","64702214.410736",
"954","2","0",
"955","3","0",
"956","4","0",
"957","1","27911116.2847",
"958","2","5.01786512",
"959","3","0",
"960","4","0",
"961","1","6556.245",
"962","2","236",
"963","3","183.072227582",
"964","4","1.29267",
"965","1","2.82327",
"966","2","419.3341258",
"967","3","56.343",
"968","4","258825.34969243",
"969","1","854.055332228",
"970","2","3585759.5",
"971","3","49311629.6",
"972","4","1362.26332",
"973","1","6.79672773",
"974","2","586842.59",
"975","3","0",
"976","4","513189.663076",
"977","1","2.255187",
"978","2","185.85387",
"979","3","899813",
"980","4","804.9",
"981","1","615.596",
"982","2","161203.54",
"983","3","69057.47",
"984","4","2996.363",
"985","1","0.77",
"986","2","5.884657863",
"987","3","212.05995",
"988","4","4984409.978",
"989","1","0",
"990","2","0",
"991","3","827271300.2519",
"992","4","311183.02830271",
"993","1","2130.283",
"994","2","743.00768866",
"995","3","4.358919336",
"996","4","29.855323421",
"997","1","496080417.12143",
"998","2","3551484.0823408",
"999","3","5.65963",
"1000","4","2499",
"1001","1","716871207.8293",
"1002","2","0",
"1003","3","26635815.44143",
"1004","4","0.725",
"1005","1","0",
"1006","2","29008.046",
"1007","3","0",
"1008","4","49.2",
"1009","1","4.92",
"1010","2","28060267.58",
"1011","3","4273000.6055524",
"1012","4","3360.88802",
"1013","1","230.26353",
"1014","2","24276.6",
"1015","3","633.8668",
"1016","4","1.7042",
"1017","1","0",
"1018","2","0.1",
"1019","3","44173.091",
"1020","4","284792085.3689",
"1021","1","8696.360314479",
"1022","2","3171424.48733",
"1023","3","81.381477664",
"1024","4","1858511.83455",
"1025","1","22",
"1026","2","56752970.428996",
"1027","3","0",
"1028","4","0",
"1029","1","36435",
"1030","2","165277850.897",
"1031","3","51.1",
"1032","4","38654.58388674",
"1033","1","0",
"1034","2","149446",
"1035","3","56.30078",
"1036","4","13397.8068",
"1037","1","7705005.8838",
"1038","2","190026.388",
"1039","3","127.00114",
"1040","4","186.8276",
"1041","1","372410488.3",
"1042","2","1411490",
"1043","3","1",
"1044","4","52.4018",
"1045","1","0",
"1046","2","7.509437496",
"1047","3","86.492",
"1048","4","148297.4213",
"1049","1","70",
"1050","2","28695987",
"1051","3","48182333.5",
"1052","4","3710632.02889",
"1053","1","24.093",
"1054","2","25.484",
"1055","3","0",
"1056","4","7.53",
"1057","1","109776.19830942",
"1058","2","4575750.512",
"1059","3","5781104.941727",
"1060","4","4.930036276",
"1061","1","45322230.68184",
"1062","2","36.625595",
"1063","3","687181.80740716",
"1064","4","1.9",
"1065","1","240.46337235",
"1066","2","33",
"1067","3","33960",
"1068","4","1.5",
"1069","1","293744.76672624",
"1070","2","6890372.421168",
"1071","3","4056.520285",
"1072","4","51.33402",
"1073","1","4350.87243",
"1074","2","112973",
"1075","3","3857567.3",
"1076","4","0",
"1077","1","26359",
"1078","2","4",
"1079","3","0.82455",
"1080","4","637.165442871",
"1081","1","13216",
"1082","2","23.9463",
"1083","3","3163.849254558",
"1084","4","121724774.46182",
"1085","1","31009.6",
"1086","2","8.40128769",
"1087","3","452953.3788828",
"1088","4","42671.57161",
"1089","1","19152.9769",
"1090","2","5882666.560901",
"1091","3","55519.97880486",
"1092","4","0",
"1093","1","0.28",
"1094","2","327584134.7",
"1095","3","4225368.4347385",
"1096","4","36.0757",
"1097","1","256.5331127",
"1098","2","0",
"1099","3","40.452619084",
"1100","4","299760828.00065",
"1101","1","0",
"1102","2","3.23",
"1103","3","101552727",
"1104","4","487951506",
"1105","1","1619446.940685",
"1106","2","621541.32976968",
"1107","3","792.683",
"1108","4","4.737763",
"1109","1","33994.4461557",
"1110","2","0",
"1111","3","2479.651",
"1112","4","305603483.9",
"1113","1","2373619.3443",
"1114","2","1139140.09",
"1115","3","16.940671",
"1116","4","1.69324068",
"1117","1","539662.7276076",
"1118","2","103399.2",
"1119","3","3342.624746",
"1120","4","7.19",
"1121","1","3648421.451",
"1122","2","0",
"1123","3","0",
"1124","4","354",
"1125","1","0",
"1126","2","1",
"1127","3","0",
"1128","4","119.64336181",
"1129","1","50.1823184",
"1130","2","14.08",
"1131","3","1439.957421",
"1132","4","409.24682",
"1133","1","1611.0097",
"1134","2","4.2723003",
"1135","3","13560.21756",
"1136","4","12028.0341",
"1137","1","4.63535871",
"1138","2","2979565.1591823",
"1139","3","265664860.96",
"1140","4","9645.6",
"1141","1","13663.48227",
"1142","2","40722.10554118",
"1143","3","1.04",
"1144","4","0",
"1145","1","139.058516",
"1146","2","1836.645",
"1147","3","129434.34",
"1148","4","7.8528",
"1149","1","48454577",
"1150","2","0",
"1151","3","4604.283",
"1152","4","45479.68139363",
"1153","1","590006571.177",
"1154","2","71875941.1768",
"1155","3","1343.21",
"1156","4","0",
"1157","1","0",
"1158","2","464246",
"1159","3","83014.1436941",
"1160","4","3688725.74239",
"1161","1","0.362460305",
"1162","2","43",
"1163","3","31.327",
"1164","4","657.4",
"1165","1","49.421",
"1166","2","830273.28910377",
"1167","3","5.8",
"1168","4","20888.08",
"1169","1","190797.8934",
"1170","2","0",
"1171","3","3625.63155",
"1172","4","99986930.13362",
"1173","1","22984836.919347",
"1174","2","820.4408619",
"1175","3","390219.11955",
"1176","4","269.523",
"1177","1","242.83317",
"1178","2","11308.3",
"1179","3","1357.51822286",
"1180","4","10276.3119827",
"1181","1","65510.44750813",
"1182","2","2.18609493",
"1183","3","1.69456936",
"1184","4","1304.211",
"1185","1","138.21",
"1186","2","1598",
"1187","3","54142691.036",
"1188","4","0",
"1189","1","21498.886",
"1190","2","4239.898277343",
"1191","3","351914904.00746",
"1192","4","1096752.3",
"1193","1","47590849",
"1194","2","2",
"1195","3","4.887553",
"1196","4","34375046.67358",
"1197","1","152.591105",
"1198","2","1042378.4085641",
"1199","3","222521.36778",
"1200","4","610.083",
"1201","1","0",
"1202","2","95.91652406",
"1203","3","4745",
"1204","4","656672.03001518",
"1205","1","0",
"1206","2","14.67",
"1207","3","24994233.045",
"1208","4","3792476.215",
"1209","1","0.0727932",
"1210","2","315351.623383",
"1211","3","274478854.595",
"1212","4","17273348.302272",
"1213","1","262151.0475",
"1214","2","505511.9567103",
"1215","3","91327.61354659",
"1216","4","10079838.455515",
"1217","1","0",
"1218","2","150486699",
"1219","3","1444.09",
"1220","4","2.11115",
"1221","1","3.6981",
"1222","2","40.029",
"1223","3","13795983.4",
"1224","4","6.54996",
"1225","1","28.7",
"1226","2","111.6",
"1227","3","368.99",
"1228","4","690032.07",
"1229","1","34.918818013",
"1230","2","8123125",
"1231","3","3733.408737793",
"1232","4","5542273.645312",
"1233","1","13348603.3",
"1234","2","171.4187",
"1235","3","2.5010533",
"1236","4","6.65442184",
"1237","1","0",
"1238","2","1718.450770254",
