"CreditLineId","CurrencyId","Amount","Type","Included",
"50056","4","8","'Passed'","0",
"50057","1","2.8314079","'InterimBooked'","0",
"50058","2","0","'InterimBooked'","0",
"50059","3","1626.3364","'Passed'","0",
"50060","4","710810.851","'Passed'","0",
"50061","1","6185.35431","'InterimBooked'","0",
"50062","2","2784.268993","'InterimBooked'","0",
"50063","3","410411107.5","'Passed'","0",
"50064","4","6.8","'InterimBooked'","0",
"50065","1","25192.12","'Passed'","0",
"50066","2","3036188.389483","'InterimBooked'","0",
"50067","3","156663451.30444","'InterimBooked'","0",
"50068","4","128.308285","'Passed'","0",
"50069","1","844215.5","'InterimBooked'","0",
"50070","2","1.2","'InterimBooked'","0",
"50071","3","18766283.2559","'InterimBooked'","0",
"50072","4","19.0723","'InterimBooked'","0",
"50073","1","51466.934286771","'Passed'","0",
"50074","2","0","'Passed'","0",
"50075","3","225447.8243165","'InterimBooked'","0",
"50076","4","2448734.76365","'InterimBooked'","0",
"50077","1","542898.097","'InterimBooked'","0",
"50078","2","48871.2634559","'Passed'","0",
"50079","3","237547125.70383","'InterimBooked'","0",
"50080","4","51.8965186","'Passed'","0",
"50081","1","7","'Passed'","0",
"50082","2","51.0475548","'InterimBooked'","0",
"50083","3","815902.65824507","'InterimBooked'","0",
"50084","4","370.13947","'Passed'","0",
"50085","1","1046096.2687181","'InterimBooked'","0",
"50086","2","0","'Passed'","0",
"50087","3","45856886.3","'InterimBooked'","0",
"50088","4","51.466531","'InterimBooked'","0",
"50089","1","863275365.56509","'InterimBooked'","0",
"50090","2","13.825107586","'InterimBooked'","0",
"50091","3","568782.8301405","'InterimBooked'","0",
"50092","4","53125597.094787","'InterimBooked'","0",
"50093","1","0","'Passed'","0",
"50094","2","22.72487959","'InterimBooked'","0",
"50095","3","39036.63","'Passed'","0",
"50096","4","64.32757","'Passed'","0",
"50097","1","721723.4577","'Passed'","0",
"50098","2","368.795549","'Passed'","0",
"50099","3","260845.4152","'Passed'","0",
"50100","4","517533.12810781","'InterimBooked'","0",
"50101","1","0","'Passed'","0",
"50102","2","4.130143","'Passed'","0",
"50103","3","0.8","'Passed'","0",
"50104","4","2826118","'InterimBooked'","0",
"50105","1","6537551.617","'InterimBooked'","0",
"50106","2","37.527869","'Passed'","0",
"50107","3","183.62","'InterimBooked'","0",
"50108","4","788727.21","'Passed'","0",
"50109","1","3650.73","'InterimBooked'","0",
"50110","2","1559.42","'InterimBooked'","0",
"50111","3","82266214.641016","'InterimBooked'","0",
"50112","4","3219581","'Passed'","0",
"50113","1","3711385","'Passed'","0",
"50114","2","51.5785","'Passed'","0",
"50115","3","0","'InterimBooked'","0",
"50116","4","70","'InterimBooked'","0",
"50117","1","305","'Passed'","0",
"50118","2","21222877.73","'Passed'","0",
"50119","3","44252.36253","'Passed'","0",
"50120","4","3140271.77","'Passed'","0",
"50121","1","31831.2242","'Passed'","0",
"50122","2","8854339.6190282","'Passed'","0",
"50123","3","76776.13","'Passed'","0",
"50124","4","132","'InterimBooked'","0",
"50125","1","9944081.757288","'InterimBooked'","0",
"50126","2","6932.4361426","'Passed'","0",
"50127","3","54976391.37049","'Passed'","0",
"50128","4","0","'InterimBooked'","0",
"50129","1","137.7","'InterimBooked'","0",
"50130","2","37590.4","'InterimBooked'","0",
"50131","3","5.1666939","'Passed'","0",
"50132","4","929577.71214","'InterimBooked'","0",
"50133","1","0","'Passed'","0",
"50134","2","286013272","'Passed'","0",
"50135","3","1988.0156149","'InterimBooked'","0",
"50136","4","0.111","'Passed'","0",
"50137","1","5411.982","'InterimBooked'","0",
"50138","2","26579672.522","'Passed'","0",
"50139","3","8091205.9148378","'InterimBooked'","0",
"50140","4","0","'InterimBooked'","0",
"50141","1","94496994.441986","'Passed'","0",
"50142","2","189354227.14755","'InterimBooked'","0",
"50143","3","0","'InterimBooked'","0",
"50144","4","12967.22875","'InterimBooked'","0",
"50145","1","6.706115897","'Passed'","0",
"50146","2","195278529.613","'Passed'","0",
"50147","3","49","'Passed'","0",
"50148","4","118863506.9","'Passed'","0",
"50149","1","221874159.68","'InterimBooked'","0",
"50150","2","409","'Passed'","0",
"50151","3","54416797.658366","'Passed'","0",
"50152","4","16114613","'Passed'","0",
"50153","1","0","'InterimBooked'","0",
"50154","2","270310.49525","'Passed'","0",
"50155","3","0","'Passed'","0",
"50156","4","30998620.27","'Passed'","0",
"50157","1","0","'Passed'","0",
"50158","2","2.479002","'InterimBooked'","0",
"50159","3","0","'Passed'","0",
"50160","4","5072.607","'InterimBooked'","0",
"50161","1","1.08216638","'Passed'","0",
"50162","2","2020148.44","'InterimBooked'","0",
"50163","3","2.673254104","'InterimBooked'","0",
"50164","4","247660574.81","'InterimBooked'","0",
"50165","1","2.40711204","'InterimBooked'","0",
"50166","2","7367348.9209","'InterimBooked'","0",
"50167","3","5.7976","'Passed'","0",
"50168","4","83.09677","'InterimBooked'","0",
"50169","1","295048.28714367","'Passed'","0",
"50170","2","323.62951","'Passed'","0",
"50171","3","2949","'InterimBooked'","0",
"50172","4","0","'Passed'","0",
"50173","1","283549787","'Passed'","0",
"50174","2","362527.2065641","'Passed'","0",
"50175","3","192392.16","'Passed'","0",
"50176","4","2662019.1251151","'InterimBooked'","0",
"50177","1","4821423.8231162","'InterimBooked'","0",
"50178","2","32733444.381826","'InterimBooked'","0",
"50179","3","2.21723","'InterimBooked'","0",
"50180","4","186.6747","'InterimBooked'","0",
"50181","1","24.7301139","'Passed'","0",
"50182","2","395.9364366","'Passed'","0",
"50183","3","152.1536499","'InterimBooked'","0",
"50184","4","87.12415805","'Passed'","0",
"50185","1","0.9995675","'Passed'","0",
"50186","2","43947.8","'Passed'","0",
"50187","3","61838.6","'Passed'","0",
"50188","4","0","'InterimBooked'","0",
"50189","1","273671.3","'Passed'","0",
"50190","2","73559496.87366","'InterimBooked'","0",
"50191","3","2.990848","'Passed'","0",
"50192","4","2837797.4564027","'InterimBooked'","0",
"50193","1","5516.80366","'InterimBooked'","0",
"50194","2","405792735","'Passed'","0",
"50195","3","0","'Passed'","0",
"50196","4","2.882421","'InterimBooked'","0",
"50197","1","39120494.060024","'Passed'","0",
"50198","2","258.3854","'Passed'","0",
"50199","3","16930265.2","'Passed'","0",
"50200","4","21755096.904","'InterimBooked'","0",
"50201","1","85582181.524","'InterimBooked'","0",
"50202","2","20414843.7","'InterimBooked'","0",
"50203","3","6.28","'InterimBooked'","0",
"50204","4","14941.36","'Passed'","0",
"50205","1","55.102015325","'Passed'","0",
"50206","2","34473.44849","'Passed'","0",
"50207","3","0","'Passed'","0",
"50208","4","23.01690301","'InterimBooked'","0",
"50209","1","5610581.451208","'Passed'","0",
"50210","2","140395","'Passed'","0",
"50211","3","5981.962","'Passed'","0",
"50212","4","52455.45","'Passed'","0",
"50213","1","0","'InterimBooked'","0",
"50214","2","19365.44","'InterimBooked'","0",
"50215","3","17356.317","'Passed'","0",
"50216","4","55498.36","'InterimBooked'","0",
"50217","1","8806981.1","'Passed'","0",
"50218","2","6105040.087379","'Passed'","0",
"50219","3","187.179","'Passed'","0",
"50220","4","3730.1","'InterimBooked'","0",
"50221","1","92.9271","'Passed'","0",
"50222","2","58.2","'InterimBooked'","0",
"50223","3","167314.319181","'InterimBooked'","0",
"50224","4","8.6461","'InterimBooked'","0",
"50225","1","4403","'Passed'","0",
"50226","2","4314669.9","'Passed'","0",
"50227","3","35935.36321","'InterimBooked'","0",
"50228","4","13.70443","'Passed'","0",
"50229","1","772242029.19394","'Passed'","0",
"50230","2","32.8323","'Passed'","0",
"50231","3","5609","'Passed'","0",
"50232","4","57270800.92","'Passed'","0",
"50233","1","12105756.34287","'Passed'","0",
"50234","2","16259187.76524","'InterimBooked'","0",
"50235","3","46.363965047","'InterimBooked'","0",
"50236","4","280590","'InterimBooked'","0",
"50237","1","1214545.90301","'InterimBooked'","0",
"50238","2","3106135.7901992","'Passed'","0",
"50239","3","0","'InterimBooked'","0",
"50240","4","1280942.5497951","'Passed'","0",
"50241","1","3209132.692","'InterimBooked'","0",
"50242","2","509.788063846","'Passed'","0",
"50243","3","319.7921554","'Passed'","0",
"50244","4","31884","'InterimBooked'","0",
"50245","1","2.746","'Passed'","0",
"50246","2","947.821","'Passed'","0",
"50247","3","0","'Passed'","0",
"50248","4","129264.2688","'Passed'","0",
"50249","1","4414.4","'Passed'","0",
"50250","2","58.65535","'InterimBooked'","0",
"50251","3","46.21110351","'InterimBooked'","0",
"50252","4","0","'Passed'","0",
"50253","1","2531504.25838","'Passed'","0",
"50254","2","5323159.5424795","'Passed'","0",
"50255","3","73390.4927129","'InterimBooked'","0",
"50256","4","34.92410249","'InterimBooked'","0",
"50257","1","534407593.84588","'Passed'","0",
"50258","2","3952.900094431","'Passed'","0",
"50259","3","0","'InterimBooked'","0",
"50260","4","109012.23915","'Passed'","0",
"50261","1","632167221.99083","'Passed'","0",
"50262","2","20.472","'InterimBooked'","0",
"50263","3","84","'Passed'","0",
"50264","4","115914556.699","'InterimBooked'","0",
"50265","1","36.52","'InterimBooked'","0",
"50266","2","533.02993","'Passed'","0",
"50267","3","344019913","'InterimBooked'","0",
"50268","4","6608.077","'Passed'","0",
"50269","1","0","'Passed'","0",
"50270","2","1882215.985","'Passed'","0",
"50271","3","3840473.5796435","'InterimBooked'","0",
"50272","4","2.7","'Passed'","0",
"50273","1","0","'Passed'","0",
"50274","2","74964.8445632","'Passed'","0",
"50275","3","23.840095257","'Passed'","0",
"50276","4","0","'Passed'","0",
"50277","1","0","'Passed'","0",
"50278","2","21696028.105983","'Passed'","0",
"50279","3","935752.1","'Passed'","0",
"50280","4","4669.41099","'Passed'","0",
"50281","1","3632382.92","'Passed'","0",
"50282","2","39803.035","'Passed'","0",
"50283","3","1.88163","'Passed'","0",
"50284","4","630.9","'Passed'","0",
"50285","1","17691453.44611","'InterimBooked'","0",
"50286","2","3.4115779","'InterimBooked'","0",
"50287","3","85155538.464075","'InterimBooked'","0",
"50288","4","145764128.25506","'Passed'","0",
"50289","1","0.3841094","'InterimBooked'","0",
"50290","2","1118946.3764813","'Passed'","0",
"50291","3","34269.5795","'Passed'","0",
"50292","4","0","'Passed'","0",
"50293","1","6284570","'Passed'","0",
"50294","2","341.38","'Passed'","0",
"50295","3","93132629.994","'InterimBooked'","0",
"50296","4","441077.65017","'InterimBooked'","0",
"50297","1","327526887","'Passed'","0",
"50298","2","2419176.94","'InterimBooked'","0",
"50299","3","4824334.32906","'InterimBooked'","0",
"50300","4","2.49","'InterimBooked'","0",
"50301","1","1331.9549813","'Passed'","0",
"50302","2","136.85579372","'InterimBooked'","0",
"50303","3","178.62595423","'InterimBooked'","0",
"50304","4","169287.8127","'Passed'","0",
"50305","1","180.6782","'InterimBooked'","0",
"50306","2","19122.04052","'InterimBooked'","0",
"50307","3","62.526","'InterimBooked'","0",
"50308","4","23.725998167","'InterimBooked'","0",
"50309","1","5.08096","'Passed'","0",
"50310","2","88624.49","'InterimBooked'","0",
"50311","3","26236.15","'Passed'","0",
"50312","4","0","'Passed'","0",
"50313","1","35653539.094204","'InterimBooked'","0",
"50314","2","61084477.4032","'Passed'","0",
"50315","3","15217651.163914","'Passed'","0",
"50316","4","1195.401777583","'Passed'","0",
"50317","1","4.473","'InterimBooked'","0",
"50318","2","46247.1","'InterimBooked'","0",
"50319","3","16595.86287712","'Passed'","0",
"50320","4","33566752.24894","'InterimBooked'","0",
"50321","1","63.902181","'InterimBooked'","0",
"50322","2","0","'InterimBooked'","0",
"50323","3","252334377","'InterimBooked'","0",
"50324","4","554924581.58","'InterimBooked'","0",
"50325","1","443.250174","'InterimBooked'","0",
"50326","2","55373","'Passed'","0",
"50327","3","0","'Passed'","0",
"50328","4","32","'InterimBooked'","0",
"50329","1","0.05900697","'InterimBooked'","0",
"50330","2","15207029.181628","'InterimBooked'","0",
"50331","3","24414.04331998","'InterimBooked'","0",
"50332","4","368434.394","'Passed'","0",
"50333","1","885.85897625","'Passed'","0",
"50334","2","227354423","'InterimBooked'","0",
"50335","3","6470.66894","'Passed'","0",
"50336","4","0","'InterimBooked'","0",
"50337","1","47","'Passed'","0",
"50338","2","7","'InterimBooked'","0",
"50339","3","0.985871","'Passed'","0",
"50340","4","357335962.15","'Passed'","0",
"50341","1","1056","'InterimBooked'","0",
"50342","2","226914628.16331","'InterimBooked'","0",
"50343","3","68314.9","'InterimBooked'","0",
"50344","4","35154.9888","'InterimBooked'","0",
"50345","1","2160.32","'Passed'","0",
"50346","2","1640.8985","'Passed'","0",
"50347","3","8.1161","'InterimBooked'","0",
"50348","4","6992.4","'Passed'","0",
"50349","1","41.8657828","'InterimBooked'","0",
"50350","2","0","'Passed'","0",
"50351","3","8701042.3716","'InterimBooked'","0",
"50352","4","1983.7","'Passed'","0",
"50353","1","4337.69159","'Passed'","0",
"50354","2","66","'Passed'","0",
"50355","3","5238","'Passed'","0",
"50356","4","24.4","'InterimBooked'","0",
"50357","1","4.31777","'InterimBooked'","0",
"50358","2","0.6399","'InterimBooked'","0",
"50359","3","2652435.670394","'Passed'","0",
"50360","4","799210.868308","'Passed'","0",
"50361","1","233978656.73413","'Passed'","0",
"50362","2","4924.112118692","'InterimBooked'","0",
"50363","3","3504.84","'Passed'","0",
"50364","4","63288799.190172","'Passed'","0",
"50365","1","3.12","'Passed'","0",
"50366","2","101.66","'InterimBooked'","0",
"50367","3","0","'Passed'","0",
"50368","4","13.30980074","'InterimBooked'","0",
"50369","1","1.6546","'InterimBooked'","0",
"50370","2","1108.0832267","'Passed'","0",
"50371","3","8.646","'InterimBooked'","0",
"50372","4","224461.99","'Passed'","0",
"50373","1","63461010.545031","'Passed'","0",
"50374","2","21565.13024036","'InterimBooked'","0",
"50375","3","2691657.7769666","'InterimBooked'","0",
"50376","4","8217980.385","'Passed'","0",
"50377","1","14319136.86986","'Passed'","0",
"50378","2","0","'InterimBooked'","0",
"50379","3","20344435","'InterimBooked'","0",
"50380","4","22610552.62","'Passed'","0",
"50381","1","15265554.55372","'Passed'","0",
"50382","2","2.702651914","'Passed'","0",
"50383","3","1547048.2551","'InterimBooked'","0",
"50384","4","73387.301963376","'InterimBooked'","0",
"50385","1","267546750.26","'Passed'","0",
"50386","2","624038.3754112","'InterimBooked'","0",
"50387","3","41146.15038","'Passed'","0",
"50388","4","37038.67","'InterimBooked'","0",
"50389","1","4092127.682","'InterimBooked'","0",
"50390","2","43933.48739","'InterimBooked'","0",
"50391","3","378.060037","'Passed'","0",
"50392","4","2413.00852","'InterimBooked'","0",
"50393","1","1.042400768","'InterimBooked'","0",
"50394","2","27943996.6","'InterimBooked'","0",
"50395","3","4840.98018","'Passed'","0",
"50396","4","560041387.18842","'Passed'","0",
"50397","1","2903664","'Passed'","0",
"50398","2","6373111.13","'InterimBooked'","0",
"50399","3","523707545.01065","'InterimBooked'","0",
"50400","4","0","'Passed'","0",
"50401","1","10419.04","'Passed'","0",
"50402","2","796641.3577","'InterimBooked'","0",
"50403","3","5.434","'InterimBooked'","0",
"50404","4","0.03344","'Passed'","0",
"50405","1","31328257.44553","'InterimBooked'","0",
"50406","2","20177.411157","'Passed'","0",
"50407","3","443105373.40617","'InterimBooked'","0",
"50408","4","404.274837","'InterimBooked'","0",
"50409","1","0","'InterimBooked'","0",
"50410","2","1.2","'InterimBooked'","0",
"50411","3","10076909.5472","'InterimBooked'","0",
"50412","4","425792857.44296","'Passed'","0",
"50413","1","639.155216544","'InterimBooked'","0",
"50414","2","8103.1811","'Passed'","0",
"50415","3","108.59867","'Passed'","0",
"50416","4","217568968.28","'Passed'","0",
"50417","1","5.8067883","'Passed'","0",
"50418","2","0","'InterimBooked'","0",
"50419","3","0","'Passed'","0",
"50420","4","1436248.6942478","'Passed'","0",
"50421","1","203194.8904521","'Passed'","0",
"50422","2","3.64","'InterimBooked'","0",
"50423","3","806.65","'InterimBooked'","0",
"50424","4","0","'InterimBooked'","0",
"50425","1","483.317042214","'InterimBooked'","0",
"50426","2","4469732.692","'InterimBooked'","0",
"50427","3","1309276.7","'InterimBooked'","0",
"50428","4","0.591","'InterimBooked'","0",
"50429","1","1660.26918","'InterimBooked'","0",
"50430","2","3.982736","'Passed'","0",
"50431","3","0","'Passed'","0",
"50432","4","1778.2561576","'Passed'","0",
"50433","1","0","'Passed'","0",
"50434","2","1800640","'InterimBooked'","0",
"50435","3","0","'Passed'","0",
"50436","4","1395811.94375","'InterimBooked'","0",
"50437","1","340172660","'Passed'","0",
"50438","2","647.2","'InterimBooked'","0",
"50439","3","34519618.513352","'InterimBooked'","0",
"50440","4","588.77673","'InterimBooked'","0",
"50441","1","756652.21615953","'InterimBooked'","0",
"50442","2","169102.076","'Passed'","0",
"50443","3","0","'Passed'","0",
"50444","4","205.661781238","'Passed'","0",
"50445","1","313.94","'InterimBooked'","0",
"50446","2","255628.89105484","'InterimBooked'","0",
"50447","3","0","'Passed'","0",
"50448","4","0","'InterimBooked'","0",
"50449","1","2.317529678","'Passed'","0",
"50450","2","506.350150559","'InterimBooked'","0",
"50451","3","329751122.7142","'Passed'","0",
"50452","4","36","'InterimBooked'","0",
"50453","1","4957.968","'Passed'","0",
"50454","2","399069.801894","'Passed'","0",
"50455","3","30.142","'InterimBooked'","0",
"50456","4","156456.375","'InterimBooked'","0",
"50457","1","1818.2","'InterimBooked'","0",
"50458","2","27.8005","'InterimBooked'","0",
"50459","3","4.9657","'Passed'","0",
"50460","4","35462.00485","'Passed'","0",
"50461","1","0","'InterimBooked'","0",
"50462","2","46128005.21","'Passed'","0",
"50463","3","117368.9743907","'InterimBooked'","0",
"50464","4","6.286720972","'Passed'","0",
"50465","1","0","'Passed'","0",
"50466","2","7.30694597","'Passed'","0",
"50467","3","0","'Passed'","0",
"50468","4","166368.4123","'InterimBooked'","0",
"50469","1","0","'Passed'","0",
"50470","2","7292143.09458","'Passed'","0",
"50471","3","169.9","'Passed'","0",
"50472","4","10602824.694409","'Passed'","0",
"50473","1","31.4","'InterimBooked'","0",
"50474","2","4.498039","'InterimBooked'","0",
"50475","3","28557977.822984","'Passed'","0",
"50476","4","0","'Passed'","0",
"50477","1","0","'Passed'","0",
"50478","2","45741.6557","'InterimBooked'","0",
"50479","3","2685.4","'Passed'","0",
"50480","4","62.032711","'InterimBooked'","0",
"50481","1","0","'Passed'","0",
"50482","2","60.72716","'InterimBooked'","0",
"50483","3","0","'InterimBooked'","0",
"50484","4","56.57435","'Passed'","0",
"50485","1","0","'Passed'","0",
"50486","2","4357.6008","'InterimBooked'","0",
"50487","3","0","'Passed'","0",
"50488","4","362734.24912272","'InterimBooked'","0",
"50489","1","13355717.778356","'InterimBooked'","0",
"50490","2","4733.69277","'Passed'","0",
"50491","3","4","'Passed'","0",
"50492","4","291.0072","'InterimBooked'","0",
"50493","1","94454549.224769","'InterimBooked'","0",
"50494","2","253145.85","'InterimBooked'","0",
"50495","3","0.881377","'InterimBooked'","0",
"50496","4","0","'Passed'","0",
"50497","1","0.107","'InterimBooked'","0",
"50498","2","321564.26298","'InterimBooked'","0",
"50499","3","0","'Passed'","0",
"50500","4","163.79299","'Passed'","0",
"50501","1","452204214.21","'InterimBooked'","0",
"50502","2","3.98","'Passed'","0",
"50503","3","53868379.387","'Passed'","0",
"50504","4","3568.31927","'Passed'","0",
"50505","1","5337571.52","'InterimBooked'","0",
"50506","2","368.6295546","'Passed'","0",
"50507","3","0","'InterimBooked'","0",
"50508","4","0","'Passed'","0",
"50509","1","1767014.998","'InterimBooked'","0",
"50510","2","0","'Passed'","0",
"50511","3","23700041.6","'InterimBooked'","0",
"50512","4","5.75","'Passed'","0",
"50513","1","2523809.33172","'InterimBooked'","0",
"50514","2","2605812.5552488","'Passed'","0",
"50515","3","4.096453578","'InterimBooked'","0",
"50516","4","20","'Passed'","0",
"50517","1","2788","'Passed'","0",
"50518","2","499053289.3142","'InterimBooked'","0",
"50519","3","1910921.38","'Passed'","0",
"50520","4","7.74680531","'InterimBooked'","0",
"50521","1","766257","'InterimBooked'","0",
"50522","2","139103.00312415","'InterimBooked'","0",
"50523","3","44464.11041","'Passed'","0",
"50524","4","11221710.988158","'Passed'","0",
"50525","1","9074616.88","'Passed'","0",
"50526","2","0","'Passed'","0",
"50527","3","60","'Passed'","0",
"50528","4","339845981.54831","'Passed'","0",
"50529","1","2","'InterimBooked'","0",
"50530","2","134648673.42671","'InterimBooked'","0",
"50531","3","22.6","'InterimBooked'","0",
"50532","4","29336226.563","'InterimBooked'","0",
"50533","1","0","'InterimBooked'","0",
"50534","2","2832.326963296","'Passed'","0",
"50535","3","638130835.01187","'Passed'","0",
"50536","4","78800.7176467","'InterimBooked'","0",
"50537","1","41580.59","'Passed'","0",
"50538","2","924596.495","'InterimBooked'","0",
"50539","3","6053.6206","'InterimBooked'","0",
"50540","4","153.3025","'InterimBooked'","0",
"50541","1","370400.76","'Passed'","0",
"50542","2","58507","'Passed'","0",
"50543","3","8313733.376","'InterimBooked'","0",
"50544","4","2.7","'Passed'","0",
"50545","1","40928","'InterimBooked'","0",
"50546","2","4799.43945","'Passed'","0",
"50547","3","30921.982","'Passed'","0",
"50548","4","5677392.6","'InterimBooked'","0",
"50549","1","0","'InterimBooked'","0",
"50550","2","2.4","'InterimBooked'","0",
"50551","3","3202.95","'InterimBooked'","0",
"50552","4","2166509","'InterimBooked'","0",
"50553","1","1742518.2039839","'Passed'","0",
"50554","2","25983296","'InterimBooked'","0",
"50555","3","391.7","'InterimBooked'","0",
"50556","4","20886","'InterimBooked'","0",
"50557","1","16.231","'InterimBooked'","0",
"50558","2","33","'Passed'","0",
"50559","3","9053465.795981","'InterimBooked'","0",
"50560","4","26.398358518","'Passed'","0",
"50561","1","43","'InterimBooked'","0",
"50562","2","311138","'Passed'","0",
"50563","3","7174382.987","'Passed'","0",
"50564","4","6478112.55","'Passed'","0",
"50565","1","28430564.734926","'Passed'","0",
"50566","2","813127547.0186","'Passed'","0",
"50567","3","2390.034142886","'InterimBooked'","0",
"50568","4","43644655.44","'Passed'","0",
"50569","1","22152768.438","'Passed'","0",
"50570","2","18268.22","'InterimBooked'","0",
"50571","3","627914.14416","'InterimBooked'","0",
"50572","4","0","'InterimBooked'","0",
"50573","1","851389947.9566","'InterimBooked'","0",
"50574","2","241.87","'InterimBooked'","0",
"50575","3","0","'InterimBooked'","0",
"50576","4","483649.4","'InterimBooked'","0",
"50577","1","1245628","'InterimBooked'","0",
"50578","2","377393869.57497","'InterimBooked'","0",
"50579","3","983.61","'InterimBooked'","0",
"50580","4","8.800767","'Passed'","0",
"50581","1","78582576.0292","'InterimBooked'","0",
"50582","2","9.49428452","'Passed'","0",
"50583","3","186572","'Passed'","0",
"50584","4","54.430219835","'Passed'","0",
"50585","1","0.726914611","'Passed'","0",
"50586","2","1535672.992163","'InterimBooked'","0",
"50587","3","301371.509","'Passed'","0",
"50588","4","0.3651199","'InterimBooked'","0",
"50589","1","9237.39542","'InterimBooked'","0",
"50590","2","1976.549407631","'Passed'","0",
"50591","3","643998.7725","'InterimBooked'","0",
"50592","4","5481845","'Passed'","0",
"50593","1","1873349.9048554","'InterimBooked'","0",
"50594","2","0","'InterimBooked'","0",
"50595","3","162611981.701","'InterimBooked'","0",
"50596","4","0","'Passed'","0",
"50597","1","3719.45639","'Passed'","0",
"50598","2","1598.190165439","'Passed'","0",
"50599","3","352.1234","'Passed'","0",
"50600","4","330867.4543384","'InterimBooked'","0",
"50601","1","54179210.773","'Passed'","0",
"50602","2","160.089263","'Passed'","0",
"50603","3","304420","'InterimBooked'","0",
"50604","4","656483171.9718","'InterimBooked'","0",
"50605","1","39606602.3128","'InterimBooked'","0",
"50606","2","31730458.191","'Passed'","0",
"50607","3","0","'InterimBooked'","0",
"50608","4","7.42","'Passed'","0",
"50609","1","0","'Passed'","0",
"50610","2","16.44254674","'Passed'","0",
"50611","3","2.770296","'InterimBooked'","0",
"50612","4","15801.498667","'Passed'","0",
"50613","1","343.9417","'Passed'","0",
"50614","2","31285","'InterimBooked'","0",
"50615","3","1344114.501","'InterimBooked'","0",
"50616","4","8322.37","'InterimBooked'","0",
"50617","1","1200","'Passed'","0",
"50618","2","798.96046658","'Passed'","0",
"50619","3","85828709.447833","'Passed'","0",
"50620","4","62699","'Passed'","0",
"50621","1","2956126.2050288","'InterimBooked'","0",
"50622","2","305.34","'Passed'","0",
"50623","3","354566294.03692","'Passed'","0",
"50624","4","25745.928416651","'InterimBooked'","0",
"50625","1","48657.66","'Passed'","0",
"50626","2","1078.9","'Passed'","0",
"50627","3","208990.16","'InterimBooked'","0",
"50628","4","112.02","'Passed'","0",
"50629","1","2134.586","'InterimBooked'","0",
"50630","2","151422848.59799","'InterimBooked'","0",
"50631","3","130077.5622","'InterimBooked'","0",
"50632","4","1286.94537","'Passed'","0",
"50633","1","391.26931","'Passed'","0",
"50634","2","0","'InterimBooked'","0",
"50635","3","138947.4449891","'Passed'","0",
"50636","4","27.116835","'Passed'","0",
"50637","1","6149.89","'InterimBooked'","0",
"50638","2","3796.65127551","'InterimBooked'","0",
"50639","3","349909","'InterimBooked'","0",
"50640","4","811321837.1178","'InterimBooked'","0",
"50641","1","679","'InterimBooked'","0",
"50642","2","32.83847715","'Passed'","0",
"50643","3","153924.014","'Passed'","0",
"50644","4","727191.31069417","'Passed'","0",
"50645","1","0","'Passed'","0",
"50646","2","2217.09325","'InterimBooked'","0",
