"AccountId","DateTime","CreditDebitIndicator","Type","AmountId","CreditLineId",
"7575","1986-04-28 11:52:23.00","'Debit'","'Business'","29049","",
"8085","1977-04-21 00:43:46.00","'Debit'","'Particular'","21823","",
"8159","1984-07-07 00:45:19.00","'Debit'","'Particular'","29846","",
"8198","1984-08-25 17:25:51.00","'Credit'","'Business'","28201","",
"8459","1980-04-15 18:52:43.00","'Credit'","'Particular'","28393","",
"8486","1979-12-19 04:33:58.00","'Credit'","'Particular'","28392","",
"8804","1992-02-12 13:29:33.00","'Debit'","'Particular'","22345","",
"9297","2012-02-29 03:47:27.00","'Debit'","'Business'","23220","",
"9360","1971-08-03 20:25:00.00","'Credit'","'Particular'","24650","",
"9439","2011-05-09 10:15:07.00","'Credit'","'Particular'","24471","",
"9460","1976-08-18 09:36:03.00","'Debit'","'Particular'","29077","",
"9608","1997-08-01 12:18:45.00","'Credit'","'Particular'","20506","",
"9982","1975-08-15 03:06:51.00","'Debit'","'Business'","23559","",
"11065","2012-01-25 11:15:27.00","'Credit'","'Business'","26441","",
"17740","1986-06-16 21:51:50.00","'Credit'","'Business'","24103","",
"20645","2017-08-02 21:01:22.00","'Debit'","'Particular'","25351","",
"22498","2008-06-30 22:48:57.00","'Debit'","'Business'","25621","",
"23003","1994-10-02 14:55:43.00","'Credit'","'Business'","25759","",
"23925","2003-09-05 23:49:24.00","'Credit'","'Business'","28275","",
"24742","2021-03-16 19:22:11.00","'Credit'","'Business'","27213","",
"26800","2009-08-04 14:08:08.00","'Credit'","'Particular'","27068","",
"28204","2001-10-09 05:44:05.00","'Debit'","'Particular'","24970","",
"29007","1979-11-08 04:05:31.00","'Debit'","'Business'","26480","",
"31648","2013-07-05 21:15:03.00","'Debit'","'Business'","25399","",
"32641","1998-02-03 16:15:40.00","'Debit'","'Particular'","29911","",
"33278","1974-04-20 03:20:31.00","'Debit'","'Particular'","24255","",
"35270","1974-02-19 20:11:12.00","'Credit'","'Business'","22625","",
"39068","1993-07-05 01:37:17.00","'Credit'","'Business'","25159","",
"39986","2015-05-26 12:56:42.00","'Debit'","'Business'","27548","",
"46858","1985-08-02 05:51:38.00","'Credit'","'Business'","26093","",
"48817","2001-07-22 02:02:57.00","'Debit'","'Business'","21796","",
"54629","2014-07-16 19:18:28.00","'Debit'","'Business'","26755","",
"60384","2011-01-09 15:05:57.00","'Credit'","'Business'","25748","",
"66040","1977-12-23 02:23:10.00","'Credit'","'Particular'","23167","",
"71955","1971-06-10 13:15:27.00","'Debit'","'Business'","26299","",
"73509","1989-08-06 19:59:08.00","'Debit'","'Business'","28829","",
"74533","1970-03-17 01:06:59.00","'Debit'","'Particular'","22011","",
"76445","2003-02-17 00:24:56.00","'Debit'","'Business'","22554","",
"76588","1977-07-03 05:54:17.00","'Debit'","'Business'","25138","",
"77406","1987-06-30 18:49:36.00","'Debit'","'Particular'","27427","",
"78906","2007-01-05 14:25:47.00","'Credit'","'Particular'","22656","",
"79313","2007-08-30 13:56:43.00","'Debit'","'Business'","28765","",
"85346","2006-09-15 03:35:49.00","'Debit'","'Business'","20378","",
"85420","2021-02-13 02:29:33.00","'Debit'","'Business'","28190","",
"88151","2009-02-02 11:51:00.00","'Debit'","'Particular'","27344","",
"89617","1970-08-10 14:37:40.00","'Credit'","'Particular'","22728","",
"92949","1999-10-08 07:57:42.00","'Debit'","'Business'","29975","",
"94218","2014-05-22 22:03:16.00","'Credit'","'Particular'","21471","",
"94476","1981-01-16 00:53:24.00","'Debit'","'Particular'","20937","",
"94931","2008-08-01 23:12:55.00","'Credit'","'Particular'","24765","",
"100270","1988-01-11 08:13:22.00","'Credit'","'Particular'","20661","",
"122807","1973-07-13 17:13:13.00","'Credit'","'Particular'","29689","",
"160479","2017-07-20 04:55:33.00","'Credit'","'Business'","26678","",
"164808","1972-02-27 13:22:34.00","'Debit'","'Business'","20196","",
"243190","2006-09-09 19:54:52.00","'Debit'","'Business'","28871","",
"258774","1986-06-24 02:49:15.00","'Debit'","'Particular'","23893","",
"264514","1985-02-15 04:41:49.00","'Debit'","'Particular'","26247","",
"285499","2021-06-21 02:21:14.00","'Credit'","'Business'","28246","",
"289306","2021-02-27 07:01:41.00","'Debit'","'Business'","24141","",
"294165","1998-10-11 04:45:04.00","'Credit'","'Particular'","27624","",
"299016","1976-05-03 04:26:26.00","'Debit'","'Business'","28929","",
"307756","1995-12-26 17:46:08.00","'Debit'","'Particular'","21260","",
"321964","2017-08-04 17:00:20.00","'Debit'","'Business'","25649","",
"366170","1971-11-08 17:09:32.00","'Debit'","'Business'","21889","",
"367259","2017-12-07 16:09:35.00","'Debit'","'Business'","24811","",
"393117","2001-12-09 10:06:16.00","'Credit'","'Particular'","21527","",
"405964","2002-03-13 08:40:08.00","'Debit'","'Business'","22782","",
"425313","1995-06-25 03:00:50.00","'Debit'","'Particular'","29681","",
"468448","1987-08-05 03:38:37.00","'Debit'","'Particular'","24195","",
"469450","2015-11-24 09:42:55.00","'Debit'","'Particular'","22233","",
"536592","1976-02-07 06:49:20.00","'Debit'","'Particular'","25672","",
"539608","1993-09-17 15:41:44.00","'Debit'","'Business'","21162","",
"563882","2005-07-30 16:54:14.00","'Debit'","'Particular'","22935","",
"580117","2016-10-17 09:57:32.00","'Debit'","'Business'","25469","",
"614310","1980-06-17 00:46:55.00","'Debit'","'Business'","27673","",
"695723","1971-06-16 02:57:33.00","'Credit'","'Particular'","20313","",
"701036","1981-04-29 11:58:32.00","'Credit'","'Particular'","26928","",
"766663","1973-01-10 13:19:41.00","'Debit'","'Business'","23886","",
"776765","2001-12-07 15:51:17.00","'Credit'","'Particular'","26830","",
"806351","1983-03-05 06:18:49.00","'Credit'","'Business'","24517","",
"814869","2022-02-11 00:01:33.00","'Credit'","'Particular'","28688","",
"822868","1993-02-10 13:56:29.00","'Debit'","'Particular'","22664","",
"831502","1999-03-18 06:27:12.00","'Credit'","'Business'","26403","",
"922780","1981-09-20 02:05:51.00","'Debit'","'Particular'","28505","",
"936764","1981-11-03 19:18:25.00","'Debit'","'Business'","29978","",
"948749","2020-02-02 17:00:38.00","'Credit'","'Business'","26730","",
"952349","1991-05-20 14:31:35.00","'Debit'","'Particular'","27392","",
"969446","2010-12-05 07:05:07.00","'Credit'","'Business'","20218","",
"1016831","1998-03-22 12:13:20.00","'Credit'","'Particular'","22799","",
"1102926","1991-04-30 11:52:45.00","'Debit'","'Particular'","20356","",
"1141402","2016-08-03 00:30:33.00","'Debit'","'Particular'","23202","",
"1307103","2020-11-14 00:49:38.00","'Debit'","'Business'","28945","",
"1611070","2012-03-03 02:30:36.00","'Debit'","'Business'","29920","",
"1668852","2011-11-14 00:43:50.00","'Credit'","'Particular'","29048","",
"1969672","1989-05-07 10:49:38.00","'Credit'","'Business'","29922","",
"1978934","2008-07-20 15:51:54.00","'Credit'","'Particular'","22739","",
"2024966","1989-01-08 02:45:56.00","'Credit'","'Particular'","22705","",
"2166491","2013-08-03 13:08:20.00","'Credit'","'Business'","23062","",
"2200244","2010-06-09 18:26:10.00","'Credit'","'Business'","23889","",
"2350190","1974-05-21 12:05:29.00","'Credit'","'Particular'","22175","",
"2402084","1997-07-02 00:21:10.00","'Credit'","'Particular'","26662","",
"2467366","1984-03-24 13:04:15.00","'Debit'","'Particular'","22143","",
"3323509","2008-06-06 09:53:52.00","'Debit'","'Particular'","26176","",
"3544507","1977-10-23 09:48:02.00","'Credit'","'Particular'","22096","",
"3720397","2000-05-08 17:30:40.00","'Credit'","'Business'","22603","",
"3781934","2015-07-09 03:52:56.00","'Credit'","'Business'","25895","",
"4001830","1989-08-23 18:24:37.00","'Credit'","'Particular'","20475","",
"4072902","2001-09-21 05:37:55.00","'Credit'","'Particular'","20826","",
"4434003","2020-04-12 19:12:57.00","'Credit'","'Business'","22241","",
"4521166","2017-05-16 00:04:31.00","'Debit'","'Business'","25244","",
"4664221","1971-07-07 20:12:36.00","'Debit'","'Business'","29401","",
"4683887","1991-06-17 14:04:58.00","'Credit'","'Particular'","21041","",
"4718238","2009-02-10 02:54:28.00","'Debit'","'Business'","25763","",
"4994752","1970-02-13 09:17:33.00","'Credit'","'Particular'","20863","",
"6003646","1991-12-26 04:46:55.00","'Debit'","'Business'","20417","",
"6525330","2011-04-14 01:38:51.00","'Credit'","'Particular'","22704","",
"7135718","2017-06-12 03:32:07.00","'Credit'","'Particular'","24662","",
"7806959","2002-06-30 15:37:45.00","'Debit'","'Particular'","23197","",
"7929978","2010-04-09 20:45:00.00","'Credit'","'Particular'","20097","",
"8082651","2004-08-28 13:07:46.00","'Credit'","'Business'","23787","",
"8877949","2000-03-22 00:27:08.00","'Credit'","'Business'","29533","",
"9096456","1986-02-04 00:36:36.00","'Credit'","'Business'","25385","",
"9103837","1985-08-11 13:40:32.00","'Debit'","'Particular'","21356","",
"9271046","1974-03-26 23:41:11.00","'Debit'","'Particular'","27565","",
"9306843","1985-09-27 09:14:36.00","'Credit'","'Business'","21238","",
"9313501","1973-06-15 20:07:44.00","'Credit'","'Particular'","28621","",
"9672654","2015-03-31 01:00:16.00","'Credit'","'Particular'","24276","",
"9707426","2004-03-01 11:46:25.00","'Debit'","'Business'","21531","",
"9820833","1996-04-01 13:58:31.00","'Credit'","'Particular'","29623","",
"9925707","1973-12-09 03:40:19.00","'Debit'","'Particular'","23751","",
"10682064","2001-04-09 01:47:46.00","'Debit'","'Business'","27175","",
"12771089","2011-03-20 19:51:08.00","'Debit'","'Business'","20734","",
"20580850","2014-01-25 19:24:25.00","'Debit'","'Particular'","24462","",
"27172093","1981-01-10 19:55:09.00","'Credit'","'Business'","25168","",
"30354486","2004-12-11 07:21:12.00","'Debit'","'Business'","24431","",
"32480231","2004-08-16 17:54:07.00","'Debit'","'Particular'","23665","",
"34981999","1989-05-21 15:02:06.00","'Credit'","'Particular'","26942","",
"35026303","2008-03-14 11:48:05.00","'Credit'","'Particular'","22982","",
"40353966","1977-10-15 07:05:01.00","'Credit'","'Business'","23279","",
"41547412","1979-03-26 12:50:34.00","'Credit'","'Business'","29713","",
"41614159","2019-06-01 16:19:30.00","'Debit'","'Business'","20143","",
"42852784","2016-06-25 14:02:29.00","'Credit'","'Business'","23815","",
"43405863","1993-10-03 00:30:28.00","'Debit'","'Particular'","23077","",
"51385314","1978-07-18 21:57:44.00","'Credit'","'Business'","25502","",
"54939300","1995-06-18 09:08:18.00","'Debit'","'Business'","26525","",
"59974217","2019-04-17 12:26:44.00","'Credit'","'Business'","22466","",
"61184626","2018-07-17 01:30:22.00","'Debit'","'Business'","20988","",
"63853990","1981-11-10 21:19:13.00","'Debit'","'Particular'","23403","",
"68842358","2005-11-30 07:38:39.00","'Credit'","'Particular'","24640","",
"71853866","2005-10-21 01:01:31.00","'Credit'","'Business'","21656","",
"76303290","2010-06-12 03:44:33.00","'Debit'","'Business'","23535","",
"85353010","1995-02-05 01:58:36.00","'Debit'","'Business'","20072","",
"88430931","2009-01-24 09:26:43.00","'Credit'","'Business'","26409","",
"94503985","1989-08-04 19:23:57.00","'Credit'","'Business'","28999","",
"96812608","2002-05-10 12:09:11.00","'Debit'","'Particular'","24634","",
"97481579","1995-11-14 14:16:35.00","'Credit'","'Business'","24774","",
"108457176","1979-12-16 14:03:32.00","'Credit'","'Particular'","20421","",
"141220976","1970-07-28 10:30:17.00","'Credit'","'Particular'","29976","",
"154607153","1993-04-01 14:10:41.00","'Debit'","'Business'","24741","",
"159542576","2003-03-12 21:56:20.00","'Credit'","'Particular'","22865","",
"166844191","1995-12-04 08:33:22.00","'Credit'","'Business'","23825","",
"197290394","1982-04-26 16:25:03.00","'Debit'","'Business'","20105","",
"214122366","2019-12-19 00:43:32.00","'Credit'","'Business'","21910","",
"228278212","1980-06-10 18:14:57.00","'Debit'","'Particular'","23725","",
"243188649","2015-06-27 04:04:44.00","'Credit'","'Business'","20695","",
"251617831","2004-08-29 08:47:42.00","'Debit'","'Business'","24448","",
"259152017","1981-03-22 19:04:11.00","'Credit'","'Particular'","23113","",
"292819839","1984-06-29 22:37:29.00","'Credit'","'Particular'","23553","",
"351294653","2011-05-11 17:08:27.00","'Debit'","'Particular'","24120","",
"368479300","1992-06-28 11:41:18.00","'Debit'","'Particular'","28673","",
"447202800","1984-01-10 16:45:43.00","'Debit'","'Particular'","20821","",
"519406704","2016-10-07 01:11:04.00","'Debit'","'Business'","22272","",
"532099219","1975-06-25 12:07:07.00","'Debit'","'Particular'","27199","",
"578998703","2010-09-02 17:06:07.00","'Credit'","'Particular'","27402","",
"615110958","1989-03-11 20:22:15.00","'Credit'","'Particular'","23961","",
"732251284","1977-09-15 10:52:01.00","'Debit'","'Particular'","20093","",
"751800561","1999-07-17 10:22:07.00","'Debit'","'Particular'","24614","",
"758351288","2000-12-17 13:46:22.00","'Credit'","'Business'","24451","",
"769067679","1998-07-18 09:28:53.00","'Debit'","'Particular'","27847","",
"778217551","2010-01-01 14:55:47.00","'Credit'","'Particular'","20077","",
"810157818","2011-10-18 23:17:10.00","'Credit'","'Business'","25266","",
"906068169","1979-11-05 02:50:30.00","'Debit'","'Business'","24684","",
"925368963","1994-08-20 05:45:53.00","'Credit'","'Particular'","23772","",
"946779973","2021-09-21 19:02:33.00","'Credit'","'Business'","24825","",
"958469108","1994-03-24 22:21:43.00","'Credit'","'Business'","23024","",
