"AmountId","CurrencyId","Amount",
"20695","3","22645.14695",
"20696","4","372641.2126",
"20697","1","0",
"20698","2","24613364.040016",
"20699","3","59321.341298",
"20700","4","957102",
"20701","1","6253369.2769399",
"20702","2","4160585.82",
"20703","3","45980933.147606",
"20704","4","49978.82149",
"20705","1","627.987589474",
"20706","2","1.7",
"20707","3","1534.33277794",
"20708","4","29661.6",
"20709","1","0.125359837",
"20710","2","4151.42909995",
"20711","3","0.67",
"20712","4","7.471832",
"20713","1","2335.56760854",
"20714","2","6383.576495146",
"20715","3","520.5934842",
"20716","4","62391.6",
"20717","1","4697662.9",
"20718","2","7539.9255",
"20719","3","607148.6",
"20720","4","254.4871261",
"20721","1","4.8578086",
"20722","2","124",
"20723","3","407.531",
"20724","4","7.259811232",
"20725","1","596879.8",
"20726","2","1.049584633",
"20727","3","3373587.6762652",
"20728","4","5909202.718305",
"20729","1","7553.7508",
"20730","2","16733.128",
"20731","3","65.542204",
"20732","4","320027.29091",
"20733","1","4.97",
"20734","2","3959.2648603",
"20735","3","83937015.111667",
"20736","4","578164567.6",
"20737","1","8611.149953619",
"20738","2","6261655.64",
"20739","3","0",
"20740","4","1053.8",
"20741","1","100.012457068",
"20742","2","574.26",
"20743","3","83532.3604",
"20744","4","398.46651",
"20745","1","26808.572",
"20746","2","39609.38",
"20747","3","121.678919",
"20748","4","0",
"20749","1","5913.2803",
"20750","2","571803907.4",
"20751","3","0",
"20752","4","21.286275",
"20753","1","31715.780059",
"20754","2","515.30967",
"20755","3","0.21",
"20756","4","1635.2",
"20757","1","843588.31110006",
"20758","2","197.3319141",
"20759","3","0",
"20760","4","21694650.6",
"20761","1","0",
"20762","2","48.23",
"20763","3","755873",
"20764","4","102.01",
"20765","1","39886.89483",
"20766","2","1.831",
"20767","3","394095.8",
"20768","4","277597003",
"20769","1","149.773",
"20770","2","55738",
"20771","3","5808.9",
"20772","4","0.534614744",
"20773","1","357.424579",
"20774","2","446.3",
"20775","3","222617.01149",
"20776","4","0.474454355",
"20777","1","472.92",
"20778","2","36788",
"20779","3","444.47517488",
"20780","4","50072.7392916",
"20781","1","0.65393475",
"20782","2","6493174",
"20783","3","21.262462034",
"20784","4","94.56",
"20785","1","0",
"20786","2","721312247.4417",
"20787","3","47.7276742",
"20788","4","19.4317",
"20789","1","128649234.31827",
"20790","2","0",
"20791","3","26400343.771121",
"20792","4","141.4887946",
"20793","1","3114500.64",
"20794","2","0",
"20795","3","44.2",
"20796","4","66.5891",
"20797","1","8204709.54586",
"20798","2","58283.56",
"20799","3","0",
"20800","4","0",
"20801","1","8914.097",
"20802","2","10832718.1",
"20803","3","15636105.75",
"20804","4","1372553.4417",
"20805","1","374.980987",
"20806","2","6957.9569083",
"20807","3","2728.777048519",
"20808","4","0",
"20809","1","2265.063991521",
"20810","2","1104565.1601007",
"20811","3","192.2519",
"20812","4","596639.74",
"20813","1","30.023",
"20814","2","454.8",
"20815","3","24475345.619",
"20816","4","536978.6957",
"20817","1","398.079",
"20818","2","173252776.0323",
"20819","3","55869.2",
"20820","4","4565.2",
"20821","1","5.68149",
"20822","2","209113837.18899",
"20823","3","682618.49530565",
"20824","4","18.703841336",
"20825","1","0.2592",
"20826","2","155.8",
"20827","3","50582.57492",
"20828","4","52.771381",
"20829","1","0",
"20830","2","34.6344187",
"20831","3","632019.978",
"20832","4","5732.0432",
"20833","1","170802483.64477",
"20834","2","1777.25697",
"20835","3","58.593675",
"20836","4","1.16",
"20837","1","3",
"20838","2","653956.86271",
"20839","3","10617.153",
"20840","4","3138.649217011",
"20841","1","279297722.94227",
"20842","2","109.9746309",
"20843","3","553.511",
"20844","4","678339.00510161",
"20845","1","27928711.96421",
"20846","2","43225.2",
"20847","3","13401160.483915",
"20848","4","108.88412784",
"20849","1","0",
"20850","2","608.65906579",
"20851","3","47.65",
"20852","4","16.860672312",
"20853","1","32803.63",
"20854","2","133551.48",
"20855","3","4124.94",
"20856","4","15117762.68",
"20857","1","4424150.5506034",
"20858","2","31916.3786",
"20859","3","533.3105",
"20860","4","714233.3318917",
"20861","1","16.94583",
"20862","2","552030.927",
"20863","3","0",
"20864","4","12671.54",
"20865","1","1.4886905",
"20866","2","7650633.78",
"20867","3","75499260.2",
"20868","4","22087278.3",
"20869","1","44.877152",
"20870","2","11972.576974167",
"20871","3","2.5576576",
"20872","4","268.9",
"20873","1","181249.2355",
"20874","2","411.609162",
"20875","3","66668.65",
"20876","4","58959.67231978",
"20877","1","50629.4093276",
"20878","2","4.5664183",
"20879","3","60.86275906",
"20880","4","82",
"20881","1","15622012.6",
"20882","2","1.17327",
"20883","3","4.729569489",
"20884","4","308609184.29277",
"20885","1","20496462.9628",
"20886","2","26832.86361",
"20887","3","1.9137",
"20888","4","191743692.76188",
"20889","1","131262610.4136",
"20890","2","605435.2557079",
"20891","3","10054677.834811",
"20892","4","4581.589509946",
"20893","1","22.78",
"20894","2","2.7977516",
"20895","3","168604700.9822",
"20896","4","1198.4522",
"20897","1","59859.198",
"20898","2","694.8648",
"20899","3","25019590.975732",
"20900","4","4381213",
"20901","1","2116104.7037",
"20902","2","1971167.599572",
"20903","3","428640275.00795",
"20904","4","44.283",
"20905","1","39889.39",
"20906","2","0.91470759",
"20907","3","53111535.502",
"20908","4","30.5",
"20909","1","261361.42563596",
"20910","2","95089518.908915",
"20911","3","26977345.024245",
"20912","4","340.8256899",
"20913","1","531420.34177419",
"20914","2","1117",
"20915","3","215869227.41",
"20916","4","0",
"20917","1","0.64033423",
"20918","2","450464.34",
"20919","3","2.425884902",
"20920","4","17.74079266",
"20921","1","8845.73191",
"20922","2","0",
"20923","3","1.89455",
"20924","4","0",
"20925","1","722.12466628",
"20926","2","37868.48300466",
"20927","3","64412.892982",
"20928","4","73881.0372",
"20929","1","0",
"20930","2","7551.6",
"20931","3","12.45860457",
"20932","4","0",
"20933","1","31450.30298907",
"20934","2","0",
"20935","3","0",
"20936","4","4350443.7311415",
"20937","1","738359325.21454",
"20938","2","0",
"20939","3","2855.46691",
"20940","4","1820.568",
"20941","1","1767",
"20942","2","50.9130062",
"20943","3","2367.2",
"20944","4","0",
"20945","1","0",
"20946","2","504.36",
"20947","3","157.083",
"20948","4","105.284341",
"20949","1","3806.7",
"20950","2","116",
"20951","3","1.878468",
"20952","4","12010547",
"20953","1","123668.8946",
"20954","2","1005.8311",
"20955","3","0",
"20956","4","204.88454738",
"20957","1","168547.266612",
"20958","2","60914.799537943",
"20959","3","659714.5859",
"20960","4","41965.14",
"20961","1","1463.2",
"20962","2","42708073.5675",
"20963","3","114.3541177",
"20964","4","38948579.925965",
"20965","1","53144989.638564",
"20966","2","83796.55804",
"20967","3","103649.795",
"20968","4","1",
"20969","1","6203",
"20970","2","5621.642836",
"20971","3","565.51661411",
"20972","4","328817.85474439",
"20973","1","23.60691",
"20974","2","0.5",
"20975","3","212721855.35505",
"20976","4","0",
"20977","1","1623338.161",
"20978","2","507.094939",
"20979","3","1327",
"20980","4","14196.13182511",
"20981","1","899811.61685379",
"20982","2","0",
"20983","3","12458.68",
"20984","4","3874192.7565972",
"20985","1","142365446.5618",
"20986","2","341175.372",
"20987","3","20872.03",
"20988","4","275205054.19",
"20989","1","0.79487",
"20990","2","0.4",
"20991","3","738240820.68",
"20992","4","8966.9080187",
"20993","1","3",
"20994","2","55.168949372",
"20995","3","2.71298879",
"20996","4","64524706.242635",
"20997","1","2.9493",
"20998","2","367",
"20999","3","5664900.068",
"21000","4","193295853.61639",
"21001","1","3.674686",
"21002","2","6",
"21003","3","504",
"21004","4","13.78",
"21005","1","21.866",
"21006","2","60.71092",
"21007","3","5.05226",
"21008","4","15713.673",
"21009","1","3974364.483",
"21010","2","0",
"21011","3","23724.3",
"21012","4","6.93",
"21013","1","1.41258",
"21014","2","5641695.5534",
"21015","3","601283106.04706",
"21016","4","8585381.622239",
"21017","1","1083641.4080767",
"21018","2","3923.14221",
"21019","3","0",
"21020","4","91525563.6883",
"21021","1","637353626.23877",
"21022","2","0",
"21023","3","637520.869",
"21024","4","2085.8205",
"21025","1","0",
"21026","2","4802",
"21027","3","26.88608742",
"21028","4","217220.245",
"21029","1","5503.19232315",
"21030","2","68047255.681",
"21031","3","0",
"21032","4","22923.47760045",
"21033","1","39777.325",
"21034","2","30926.26731105",
"21035","3","8.38785",
"21036","4","13090.22",
"21037","1","1.244192957",
"21038","2","107.4202",
"21039","3","2.12",
"21040","4","29792.52471",
"21041","1","340456.595",
"21042","2","10.1",
"21043","3","93688198.34",
"21044","4","159088003",
"21045","1","3943.25437",
"21046","2","235551",
"21047","3","0",
"21048","4","1.146119516",
"21049","1","142.45",
"21050","2","1892.148212894",
"21051","3","0.09775",
"21052","4","98257462",
"21053","1","9168076.867",
"21054","2","1478.931449549",
"21055","3","600840",
"21056","4","0",
"21057","1","513586.84262149",
"21058","2","443.9883",
"21059","3","214.125039636",
"21060","4","82.9621296",
"21061","1","17.71608299",
"21062","2","1977",
"21063","3","0",
"21064","4","7697.3",
"21065","1","3703.4419489",
"21066","2","4.923212659",
"21067","3","775.254127681",
"21068","4","42568584.555606",
"21069","1","301575118.92945",
"21070","2","52140006.532236",
"21071","3","66736847.6",
"21072","4","528537000.20689",
"21073","1","4541.54684",
"21074","2","267795609.899",
"21075","3","138353.771",
"21076","4","53.3",
"21077","1","17.403619773",
"21078","2","2585",
"21079","3","22065.7341",
"21080","4","185467030.32117",
"21081","1","229.132095749",
"21082","2","126414232.423",
"21083","3","1006986.3206392",
"21084","4","125.421315",
"21085","1","0",
"21086","2","9555344.6",
"21087","3","1721.7468124",
"21088","4","4570465.17135",
"21089","1","42172561.5715",
"21090","2","549227.33",
"21091","3","3.4",
"21092","4","146611358.35516",
"21093","1","0",
"21094","2","34.031808",
"21095","3","7408937.797",
"21096","4","7555.509265194",
"21097","1","597.097904849",
"21098","2","25248493",
"21099","3","3.462069316",
"21100","4","129.68925692",
"21101","1","0.921593927",
"21102","2","18.439",
"21103","3","212141359.8",
"21104","4","44833867.208567",
"21105","1","14392.03722294",
"21106","2","1",
"21107","3","6919710",
"21108","4","40.30356",
"21109","1","684.149",
"21110","2","5.123",
"21111","3","2",
"21112","4","308.0135",
"21113","1","1716990",
"21114","2","0",
"21115","3","22210.99173",
"21116","4","23581.470615268",
"21117","1","0",
"21118","2","6694.56966708",
"21119","3","3799.83111",
"21120","4","7.8",
"21121","1","255139.68028643",
"21122","2","1855426.0994523",
"21123","3","34472.2",
"21124","4","14267.021061",
"21125","1","168998.7806",
"21126","2","408860.6575469",
"21127","3","0",
"21128","4","691.24723668",
"21129","1","508512400.8",
"21130","2","62011637.03",
"21131","3","361.216882666",
"21132","4","455297.6",
"21133","1","601495881.70035",
"21134","2","22",
"21135","3","477",
"21136","4","127991132.29958",
"21137","1","7.15101649",
"21138","2","66003340.502342",
"21139","3","60617917",
"21140","4","6556592.09075",
"21141","1","17930.83265843",
"21142","2","469322.5",
"21143","3","0",
"21144","4","81231663.373",
"21145","1","11207971.958088",
"21146","2","2686928.228",
"21147","3","759196.85218",
"21148","4","28512999.698243",
